,owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,owner__exit_price,owner__subsession__starting_price,owner__subsession__max_length,current_price,priceIndex,secs_since_round_starts,subsession.tick_frequency,exit_crash,exit_sell,exit_hodl,mindchanges,exit_correct,gamified_first,player.gender,player.age,player.education,FinScore,player.study_major,player.course_financial,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,censoring
15,9fbgs9ic,mv9ewgi2,9,Trade_ends,2021-11-12 18:08:15.217118+00:00,"{""currentPrice"": 37, ""priceIndex"": 30, ""secs_since_round_starts"": 64}",False,0.02,False,37.0,10.0,30.0,37,30,64,2.0,0,0,1,1,1,1,Female,23.0,undergraduate: 4th year,2,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,Yes,64
16,p1dnngn9,mv9ewgi2,2,Trade_ends,2021-11-12 18:15:10.213168+00:00,"{""currentPrice"": 26, ""priceIndex"": 13, ""secs_since_round_starts"": 28}",False,0.02,False,26.0,10.0,30.0,26,13,28,2.0,0,1,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,1000
17,p1dnngn9,mv9ewgi2,3,Trade_ends,2021-11-12 18:15:30.997586+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 16}",False,0.05,False,0.0,10.0,30.0,0,8,16,2.0,1,0,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,16
18,p1dnngn9,mv9ewgi2,4,Trade_ends,2021-11-12 18:16:08.497146+00:00,"{""currentPrice"": 25, ""priceIndex"": 15, ""secs_since_round_starts"": 32}",False,0.02,False,25.0,10.0,30.0,25,15,32,2.0,0,1,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,1000
19,p1dnngn9,mv9ewgi2,5,Trade_ends,2021-11-12 18:16:23.009829+00:00,"{""currentPrice"": 15, ""priceIndex"": 4, ""secs_since_round_starts"": 10}",False,0.05,False,15.0,10.0,30.0,15,4,10,2.0,0,1,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,1000
20,p1dnngn9,mv9ewgi2,6,Trade_ends,2021-11-12 18:16:38.297540+00:00,"{""currentPrice"": 15, ""priceIndex"": 4, ""secs_since_round_starts"": 11}",True,0.05,False,15.0,10.0,30.0,15,4,11,2.0,0,1,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,1000
21,p1dnngn9,mv9ewgi2,7,Trade_ends,2021-11-12 18:17:18.026302+00:00,"{""currentPrice"": 0, ""priceIndex"": 18, ""secs_since_round_starts"": 36}",True,0.02,False,0.0,10.0,30.0,0,18,36,2.0,1,0,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,36
22,p1dnngn9,mv9ewgi2,8,Trade_ends,2021-11-12 18:17:32.678127+00:00,"{""currentPrice"": 16, ""priceIndex"": 4, ""secs_since_round_starts"": 10}",True,0.05,False,16.0,10.0,30.0,16,4,10,2.0,0,1,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,1000
23,p1dnngn9,mv9ewgi2,9,Trade_ends,2021-11-12 18:17:55.139967+00:00,"{""currentPrice"": 19, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",True,0.02,False,19.0,10.0,30.0,19,8,18,2.0,0,1,0,0,1,0,Male,28.0,master,8,Other,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,1000
24,0f4msxqg,mv9ewgi2,2,Trade_ends,2021-11-12 18:19:07.404218+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",False,0.02,False,0.0,10.0,30.0,0,2,4,2.0,1,0,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,4
25,0f4msxqg,mv9ewgi2,3,Trade_ends,2021-11-12 18:19:32.953571+00:00,"{""currentPrice"": 17, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.05,False,17.0,10.0,30.0,17,9,20,2.0,0,1,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,1000
26,0f4msxqg,mv9ewgi2,4,Trade_ends,2021-11-12 18:20:07.583892+00:00,"{""currentPrice"": 24, ""priceIndex"": 14, ""secs_since_round_starts"": 31}",False,0.02,False,24.0,10.0,30.0,24,14,31,2.0,0,1,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,1000
27,0f4msxqg,mv9ewgi2,5,Trade_ends,2021-11-12 18:20:22.887186+00:00,"{""currentPrice"": 0, ""priceIndex"": 5, ""secs_since_round_starts"": 10}",False,0.05,False,0.0,10.0,30.0,0,5,10,2.0,1,0,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,10
28,0f4msxqg,mv9ewgi2,6,Trade_ends,2021-11-12 18:20:46.749743+00:00,"{""currentPrice"": 21, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",True,0.05,False,21.0,10.0,30.0,21,9,20,2.0,0,1,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,1000
29,0f4msxqg,mv9ewgi2,7,Trade_ends,2021-11-12 18:21:16.986621+00:00,"{""currentPrice"": 25, ""priceIndex"": 12, ""secs_since_round_starts"": 27}",True,0.02,False,25.0,10.0,30.0,25,12,27,2.0,0,1,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,1000
30,0f4msxqg,mv9ewgi2,8,Trade_ends,2021-11-12 18:21:22.263600+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.05,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,2
31,0f4msxqg,mv9ewgi2,9,Trade_ends,2021-11-12 18:21:44.404084+00:00,"{""currentPrice"": 0, ""priceIndex"": 9, ""secs_since_round_starts"": 18}",True,0.02,False,0.0,10.0,30.0,0,9,18,2.0,1,0,0,0,1,0,Male,27.0,high-school graduate,9,Other Management,0.0,1.0,1.0,Monthly,Daily,Bonds,No,18
32,15gdcoky,mv9ewgi2,2,Trade_ends,2021-11-12 18:21:56.582449+00:00,"{""currentPrice"": 35, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,35.0,10.0,30.0,35,30,60,2.0,0,0,1,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,60
33,15gdcoky,mv9ewgi2,3,Trade_ends,2021-11-12 18:23:15.267049+00:00,"{""currentPrice"": 38, ""priceIndex"": 29, ""secs_since_round_starts"": 61}",True,0.05,False,38.0,10.0,30.0,38,29,61,2.0,0,1,0,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,1000
34,15gdcoky,mv9ewgi2,4,Trade_ends,2021-11-12 18:23:31.927373+00:00,"{""currentPrice"": 0, ""priceIndex"": 5, ""secs_since_round_starts"": 10}",True,0.02,False,0.0,10.0,30.0,0,5,10,2.0,1,0,0,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,10
35,15gdcoky,mv9ewgi2,5,Trade_ends,2021-11-12 18:24:09.554165+00:00,"{""currentPrice"": 0, ""priceIndex"": 9, ""secs_since_round_starts"": 18}",True,0.05,False,0.0,10.0,30.0,0,9,18,2.0,1,0,0,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,18
36,4rpzpuor,mv9ewgi2,2,Trade_ends,2021-11-12 18:24:22.490361+00:00,"{""currentPrice"": 36, ""priceIndex"": 24, ""secs_since_round_starts"": 51}",True,0.02,False,36.0,10.0,30.0,36,24,51,2.0,0,1,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,1000
37,15gdcoky,mv9ewgi2,6,Trade_ends,2021-11-12 18:24:51.023063+00:00,"{""currentPrice"": 23, ""priceIndex"": 9, ""secs_since_round_starts"": 22}",False,0.05,False,23.0,10.0,30.0,23,9,22,2.0,0,1,0,1,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,1000
38,15gdcoky,mv9ewgi2,7,Trade_ends,2021-11-12 18:24:57.601045+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",False,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,2
39,15gdcoky,mv9ewgi2,8,Trade_ends,2021-11-12 18:25:27.300017+00:00,"{""currentPrice"": 20, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.05,False,20.0,10.0,30.0,20,9,20,2.0,0,1,0,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,1000
40,4rpzpuor,mv9ewgi2,3,Trade_ends,2021-11-12 18:25:38.397387+00:00,"{""currentPrice"": 0, ""priceIndex"": 23, ""secs_since_round_starts"": 46}",True,0.05,False,0.0,10.0,30.0,0,23,46,2.0,1,0,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,46
41,15gdcoky,mv9ewgi2,9,Trade_ends,2021-11-12 18:26:03.640922+00:00,"{""currentPrice"": 26, ""priceIndex"": 14, ""secs_since_round_starts"": 30}",False,0.02,False,26.0,10.0,30.0,26,14,30,2.0,0,1,0,0,1,1,Female,19.0,undergraduate: 2nd year,3,Other Management,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,1000
42,4rpzpuor,mv9ewgi2,4,Trade_ends,2021-11-12 18:26:37.221264+00:00,"{""currentPrice"": 37, ""priceIndex"": 23, ""secs_since_round_starts"": 49}",True,0.02,False,37.0,10.0,30.0,37,23,49,2.0,0,1,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,1000
43,4rpzpuor,mv9ewgi2,5,Trade_ends,2021-11-12 18:27:23.152279+00:00,"{""currentPrice"": 28, ""priceIndex"": 16, ""secs_since_round_starts"": 34}",True,0.05,False,28.0,10.0,30.0,28,16,34,2.0,0,1,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,1000
44,4rpzpuor,mv9ewgi2,6,Trade_ends,2021-11-12 18:27:49.232949+00:00,"{""currentPrice"": 0, ""priceIndex"": 9, ""secs_since_round_starts"": 18}",False,0.05,False,0.0,10.0,30.0,0,9,18,2.0,1,0,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,18
45,4rpzpuor,mv9ewgi2,7,Trade_ends,2021-11-12 18:28:26.961259+00:00,"{""currentPrice"": 25, ""priceIndex"": 14, ""secs_since_round_starts"": 31}",False,0.02,False,25.0,10.0,30.0,25,14,31,2.0,0,1,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,1000
46,4rpzpuor,mv9ewgi2,8,Trade_ends,2021-11-12 18:28:41.167508+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 8}",False,0.05,False,0.0,10.0,30.0,0,4,8,2.0,1,0,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,8
47,4rpzpuor,mv9ewgi2,9,Trade_ends,2021-11-12 18:29:15.383827+00:00,"{""currentPrice"": 0, ""priceIndex"": 14, ""secs_since_round_starts"": 28}",False,0.02,False,0.0,10.0,30.0,0,14,28,2.0,1,0,0,0,1,1,Female,42.0,undergraduate: 4th year,4,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,28
48,xzak5z7c,mv9ewgi2,2,Trade_ends,2021-11-12 18:32:52.754326+00:00,"{""currentPrice"": 14, ""priceIndex"": 3, ""secs_since_round_starts"": 10}",False,0.02,False,14.0,10.0,30.0,14,3,10,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
49,xzak5z7c,mv9ewgi2,3,Trade_ends,2021-11-12 18:33:12.668747+00:00,"{""currentPrice"": 12, ""priceIndex"": 5, ""secs_since_round_starts"": 14}",False,0.05,False,12.0,10.0,30.0,12,5,14,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
50,xzak5z7c,mv9ewgi2,4,Trade_ends,2021-11-12 18:33:37.682752+00:00,"{""currentPrice"": 17, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",False,0.02,False,17.0,10.0,30.0,17,8,18,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
51,xzak5z7c,mv9ewgi2,5,Trade_ends,2021-11-12 18:33:58.288787+00:00,"{""currentPrice"": 14, ""priceIndex"": 5, ""secs_since_round_starts"": 13}",False,0.05,False,14.0,10.0,30.0,14,5,13,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
52,xzak5z7c,mv9ewgi2,6,Trade_ends,2021-11-12 18:34:21.322531+00:00,"{""currentPrice"": 16, ""priceIndex"": 7, ""secs_since_round_starts"": 18}",True,0.05,False,16.0,10.0,30.0,16,7,18,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
53,xzak5z7c,mv9ewgi2,7,Trade_ends,2021-11-12 18:34:47.333283+00:00,"{""currentPrice"": 18, ""priceIndex"": 9, ""secs_since_round_starts"": 21}",True,0.02,False,18.0,10.0,30.0,18,9,21,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
54,xzak5z7c,mv9ewgi2,8,Trade_ends,2021-11-12 18:35:11.748842+00:00,"{""currentPrice"": 20, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",True,0.05,False,20.0,10.0,30.0,20,8,18,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
55,xzak5z7c,mv9ewgi2,9,Trade_ends,2021-11-12 18:35:37.346725+00:00,"{""currentPrice"": 20, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",True,0.02,False,20.0,10.0,30.0,20,9,20,2.0,0,1,0,0,1,0,Female,35.0,undergraduate: 4th year,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,1000
56,kotewlrb,mv9ewgi2,2,Trade_ends,2021-11-12 18:54:36.401047+00:00,"{""currentPrice"": 40, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,40.0,10.0,30.0,40,30,60,2.0,0,0,1,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,60
57,kotewlrb,mv9ewgi2,3,Trade_ends,2021-11-12 18:55:18.802482+00:00,"{""currentPrice"": 0, ""priceIndex"": 17, ""secs_since_round_starts"": 34}",True,0.05,False,0.0,10.0,30.0,0,17,34,2.0,1,0,0,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,34
58,kotewlrb,mv9ewgi2,4,Trade_ends,2021-11-12 18:56:15.263836+00:00,"{""currentPrice"": 26, ""priceIndex"": 22, ""secs_since_round_starts"": 49}",True,0.02,False,26.0,10.0,30.0,26,22,49,2.0,0,1,0,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,1000
59,kotewlrb,mv9ewgi2,5,Trade_ends,2021-11-12 18:56:53.369394+00:00,"{""currentPrice"": 0, ""priceIndex"": 17, ""secs_since_round_starts"": 34}",True,0.05,False,0.0,10.0,30.0,0,17,34,2.0,1,0,0,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,34
60,kotewlrb,mv9ewgi2,6,Trade_ends,2021-11-12 18:57:25.032108+00:00,"{""currentPrice"": 0, ""priceIndex"": 13, ""secs_since_round_starts"": 26}",False,0.05,False,0.0,10.0,30.0,0,13,26,2.0,1,0,0,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,26
61,kotewlrb,mv9ewgi2,7,Trade_ends,2021-11-12 18:57:52.014201+00:00,"{""currentPrice"": 15, ""priceIndex"": 9, ""secs_since_round_starts"": 22}",False,0.02,False,15.0,10.0,30.0,15,9,22,2.0,0,1,0,1,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,1000
62,kotewlrb,mv9ewgi2,8,Trade_ends,2021-11-12 18:58:31.408257+00:00,"{""currentPrice"": 0, ""priceIndex"": 18, ""secs_since_round_starts"": 36}",False,0.05,False,0.0,10.0,30.0,0,18,36,2.0,1,0,0,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,36
63,kotewlrb,mv9ewgi2,9,Trade_ends,2021-11-12 18:59:00.614404+00:00,"{""currentPrice"": 20, ""priceIndex"": 11, ""secs_since_round_starts"": 24}",False,0.02,False,20.0,10.0,30.0,20,11,24,2.0,0,1,0,0,1,1,Female,23.0,high-school graduate,5,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,1000
64,beqobffm,mv9ewgi2,2,Trade_ends,2021-11-12 19:02:40.903812+00:00,"{""currentPrice"": 0, ""priceIndex"": 25, ""secs_since_round_starts"": 50}",False,0.02,False,0.0,10.0,30.0,0,25,50,2.0,1,0,0,0,1,0,Female,32.0,master,8,Other,0.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,50
65,beqobffm,mv9ewgi2,3,Trade_ends,2021-11-12 19:03:18.381020+00:00,"{""currentPrice"": 0, ""priceIndex"": 13, ""secs_since_round_starts"": 26}",False,0.05,False,0.0,10.0,30.0,0,13,26,2.0,1,0,0,0,1,0,Female,32.0,master,8,Other,0.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,26
66,beqobffm,mv9ewgi2,4,Trade_ends,2021-11-12 19:03:39.347160+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 14}",False,0.02,False,0.0,10.0,30.0,0,7,14,2.0,1,0,0,0,1,0,Female,32.0,master,8,Other,0.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,14
67,iha1ib6q,mv9ewgi2,2,Trade_ends,2021-11-12 19:03:48.639390+00:00,"{""currentPrice"": 43, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,43.0,10.0,30.0,43,30,60,2.0,0,0,1,0,1,1,Female,28.0,high-school graduate,1,Economics,1.0,1.0,1.0,Daily,Daily,Stocks,No,60
68,iha1ib6q,mv9ewgi2,3,Trade_ends,2021-11-12 19:04:00.510907+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",True,0.05,False,0.0,10.0,30.0,0,2,4,2.0,1,0,0,0,1,1,Female,28.0,high-school graduate,1,Economics,1.0,1.0,1.0,Daily,Daily,Stocks,No,4
69,beqobffm,mv9ewgi2,5,Trade_ends,2021-11-12 19:04:05.519951+00:00,"{""currentPrice"": 15, ""priceIndex"": 7, ""secs_since_round_starts"": 18}",False,0.05,False,15.0,10.0,30.0,15,7,18,2.0,0,1,0,0,1,0,Female,32.0,master,8,Other,0.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,1000
70,beqobffm,mv9ewgi2,6,Trade_ends,2021-11-12 19:04:38.911359+00:00,"{""currentPrice"": 21, ""priceIndex"": 12, ""secs_since_round_starts"": 27}",True,0.05,False,21.0,10.0,30.0,21,12,27,2.0,0,1,0,0,1,0,Female,32.0,master,8,Other,0.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,1000
