,owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,current_price,priceIndex,secs_since_round_starts,subsession.tick_frequency,exit_crash,exit_sell,exit_hodl,mindchanges,exit_correct,player.gender,player.age,player.education,FinScore,player.study_major,player.course_financial,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,censoring
0,kzksst8e,9pqvaeel,2,Trade_ends,2021-11-09 22:27:50.736974+00:00,"{""currentPrice"": 24, ""priceIndex"": 15, ""secs_since_round_starts"": 32}",False,0.03,False,24,15,32,2.0,0,1,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
1,kzksst8e,9pqvaeel,3,Trade_ends,2021-11-09 22:28:34.912417+00:00,"{""currentPrice"": 0, ""priceIndex"": 13, ""secs_since_round_starts"": 39}",False,0.03,False,0,13,39,3.0,1,0,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,39
2,kzksst8e,9pqvaeel,4,Trade_ends,2021-11-09 22:29:03.773132+00:00,"{""currentPrice"": 20, ""priceIndex"": 9, ""secs_since_round_starts"": 21}",False,0.06,False,20,9,21,2.0,0,1,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
3,kzksst8e,9pqvaeel,5,Trade_ends,2021-11-09 22:29:43.181970+00:00,"{""currentPrice"": 22, ""priceIndex"": 11, ""secs_since_round_starts"": 35}",False,0.06,False,22,11,35,3.0,0,1,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
4,kzksst8e,9pqvaeel,6,Trade_ends,2021-11-09 22:29:57.489925+00:00,"{""currentPrice"": 0, ""priceIndex"": 5, ""secs_since_round_starts"": 10}",True,0.03,False,0,5,10,2.0,1,0,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,10
5,kzksst8e,9pqvaeel,7,Trade_ends,2021-11-09 22:30:33.967302+00:00,"{""currentPrice"": 20, ""priceIndex"": 8, ""secs_since_round_starts"": 29}",True,0.03,False,20,8,29,3.0,0,1,0,1,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
6,kzksst8e,9pqvaeel,8,Trade_ends,2021-11-09 22:30:51.607945+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 14}",True,0.06,False,0,7,14,2.0,1,0,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,14
7,kzksst8e,9pqvaeel,9,Trade_ends,2021-11-09 22:31:01.619351+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 6}",True,0.06,False,0,2,6,3.0,1,0,0,0,1,Female,33.0,undergraduate: 4th year,7,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,6
8,eik454hk,9pqvaeel,2,Trade_ends,2021-11-09 22:35:35.962409+00:00,"{""currentPrice"": 25, ""priceIndex"": 20, ""secs_since_round_starts"": 43}",False,0.03,False,25,20,43,2.0,0,1,0,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,1000
9,eik454hk,9pqvaeel,3,Trade_ends,2021-11-09 22:36:21.765664+00:00,"{""currentPrice"": 28, ""priceIndex"": 13, ""secs_since_round_starts"": 41}",False,0.03,False,28,13,41,3.0,0,1,0,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,1000
10,eik454hk,9pqvaeel,4,Trade_ends,2021-11-09 22:36:42.068715+00:00,"{""currentPrice"": 16, ""priceIndex"": 7, ""secs_since_round_starts"": 15}",False,0.06,False,16,7,15,2.0,0,1,0,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,1000
11,eik454hk,9pqvaeel,5,Trade_ends,2021-11-09 22:37:18.624696+00:00,"{""currentPrice"": 21, ""priceIndex"": 10, ""secs_since_round_starts"": 32}",False,0.06,False,21,10,32,3.0,0,1,0,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,1000
12,eik454hk,9pqvaeel,6,Trade_ends,2021-11-09 22:38:13.029091+00:00,"{""currentPrice"": 33, ""priceIndex"": 25, ""secs_since_round_starts"": 50}",True,0.03,False,33,25,50,2.0,0,0,1,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,50
13,eik454hk,9pqvaeel,7,Trade_ends,2021-11-09 22:38:47.843623+00:00,"{""currentPrice"": 0, ""priceIndex"": 10, ""secs_since_round_starts"": 30}",True,0.03,False,0,10,30,3.0,1,0,0,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,30
14,wtc56i9b,9pqvaeel,2,Trade_ends,2021-11-09 22:40:03.626520+00:00,"{""currentPrice"": 0, ""priceIndex"": 18, ""secs_since_round_starts"": 36}",True,0.03,False,0,18,36,2.0,1,0,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,36
15,eik454hk,9pqvaeel,8,Trade_ends,2021-11-09 22:40:08.321481+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.06,False,0,1,2,2.0,1,0,0,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,2
16,wtc56i9b,9pqvaeel,3,Trade_ends,2021-11-09 22:40:58.569506+00:00,"{""currentPrice"": 21, ""priceIndex"": 11, ""secs_since_round_starts"": 37}",True,0.03,False,21,11,37,3.0,0,1,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
17,wtc56i9b,9pqvaeel,4,Trade_ends,2021-11-09 22:41:25.002922+00:00,"{""currentPrice"": 21, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",True,0.06,False,21,9,20,2.0,0,1,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
18,eik454hk,9pqvaeel,9,Trade_ends,2021-11-09 22:41:29.480348+00:00,"{""currentPrice"": 35, ""priceIndex"": 25, ""secs_since_round_starts"": 75}",True,0.06,False,35,25,75,3.0,0,0,1,0,1,Female,31.0,high-school graduate,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,75
19,wtc56i9b,9pqvaeel,5,Trade_ends,2021-11-09 22:41:39.513635+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 9}",True,0.06,False,0,3,9,3.0,1,0,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,9
20,wtc56i9b,9pqvaeel,6,Trade_ends,2021-11-09 22:42:16.691454+00:00,"{""currentPrice"": 21, ""priceIndex"": 15, ""secs_since_round_starts"": 32}",False,0.03,False,21,15,32,2.0,0,1,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
21,wtc56i9b,9pqvaeel,7,Trade_ends,2021-11-09 22:43:07.717996+00:00,"{""currentPrice"": 22, ""priceIndex"": 14, ""secs_since_round_starts"": 44}",False,0.03,False,22,14,44,3.0,0,1,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
22,wtc56i9b,9pqvaeel,8,Trade_ends,2021-11-09 22:43:34.840491+00:00,"{""currentPrice"": 22, ""priceIndex"": 10, ""secs_since_round_starts"": 22}",False,0.06,False,22,10,22,2.0,0,1,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
23,wtc56i9b,9pqvaeel,9,Trade_ends,2021-11-09 22:44:20.999406+00:00,"{""currentPrice"": 23, ""priceIndex"": 13, ""secs_since_round_starts"": 41}",False,0.06,False,23,13,41,3.0,0,1,0,0,1,Male,36.0,master,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
24,d9i2vi2g,9pqvaeel,2,Trade_ends,2021-11-09 22:57:31.496528+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 8}",True,0.03,False,0,4,8,2.0,1,0,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,8
25,d9i2vi2g,9pqvaeel,3,Trade_ends,2021-11-09 22:58:00.377634+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 24}",True,0.03,False,0,8,24,3.0,1,0,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,24
26,d9i2vi2g,9pqvaeel,4,Trade_ends,2021-11-09 22:58:09.580444+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",True,0.06,False,0,2,4,2.0,1,0,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,4
27,d9i2vi2g,9pqvaeel,5,Trade_ends,2021-11-09 22:58:31.785930+00:00,"{""currentPrice"": 13, ""priceIndex"": 3, ""secs_since_round_starts"": 16}",True,0.06,False,13,3,16,3.0,0,1,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,1000
28,d9i2vi2g,9pqvaeel,6,Trade_ends,2021-11-09 22:59:03.539595+00:00,"{""currentPrice"": 15, ""priceIndex"": 13, ""secs_since_round_starts"": 27}",False,0.03,False,15,13,27,2.0,0,1,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,1000
29,d9i2vi2g,9pqvaeel,7,Trade_ends,2021-11-09 22:59:32.769687+00:00,"{""currentPrice"": 21, ""priceIndex"": 8, ""secs_since_round_starts"": 25}",False,0.03,False,21,8,25,3.0,0,1,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,1000
30,d9i2vi2g,9pqvaeel,8,Trade_ends,2021-11-09 22:59:53.466087+00:00,"{""currentPrice"": 14, ""priceIndex"": 8, ""secs_since_round_starts"": 17}",False,0.06,False,14,8,17,2.0,0,1,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,1000
31,d9i2vi2g,9pqvaeel,9,Trade_ends,2021-11-09 23:01:00.359841+00:00,"{""currentPrice"": 30, ""priceIndex"": 20, ""secs_since_round_starts"": 63}",False,0.06,False,30,20,63,3.0,0,1,0,0,1,Male,19.0,high-school graduate,8,Other,1.0,1.0,1.0,Daily,Weekly,Stocks,Yes,1000
32,z93aepdr,9pqvaeel,2,Trade_ends,2021-11-09 23:04:15.835648+00:00,"{""currentPrice"": 30, ""priceIndex"": 19, ""secs_since_round_starts"": 43}",False,0.03,False,30,19,43,2.0,0,1,0,1,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
33,z93aepdr,9pqvaeel,3,Trade_ends,2021-11-09 23:05:23.470685+00:00,"{""currentPrice"": 29, ""priceIndex"": 21, ""secs_since_round_starts"": 64}",False,0.03,False,29,21,64,3.0,0,1,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
34,z93aepdr,9pqvaeel,4,Trade_ends,2021-11-09 23:05:52.351453+00:00,"{""currentPrice"": 23, ""priceIndex"": 12, ""secs_since_round_starts"": 25}",False,0.06,False,23,12,25,2.0,0,1,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
35,z93aepdr,9pqvaeel,5,Trade_ends,2021-11-09 23:06:22.094157+00:00,"{""currentPrice"": 0, ""priceIndex"": 9, ""secs_since_round_starts"": 27}",False,0.06,False,0,9,27,3.0,1,0,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,27
36,z93aepdr,9pqvaeel,6,Trade_ends,2021-11-09 23:06:32.194988+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",True,0.03,False,0,3,6,2.0,1,0,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,6
37,z93aepdr,9pqvaeel,7,Trade_ends,2021-11-09 23:07:04.551875+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 24}",True,0.03,False,0,8,24,3.0,1,0,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,24
38,z93aepdr,9pqvaeel,8,Trade_ends,2021-11-09 23:07:35.218916+00:00,"{""currentPrice"": 21, ""priceIndex"": 13, ""secs_since_round_starts"": 27}",True,0.06,False,21,13,27,2.0,0,1,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
39,z93aepdr,9pqvaeel,9,Trade_ends,2021-11-09 23:08:14.694023+00:00,"{""currentPrice"": 23, ""priceIndex"": 11, ""secs_since_round_starts"": 36}",True,0.06,False,23,11,36,3.0,0,1,0,0,1,Male,20.0,undergraduate: 1st year,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,1000
40,ra25fxy0,9pqvaeel,2,Trade_ends,2021-11-09 23:12:39.876940+00:00,"{""currentPrice"": 37, ""priceIndex"": 24, ""secs_since_round_starts"": 50}",True,0.03,False,37,24,50,2.0,0,1,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,1000
41,ra25fxy0,9pqvaeel,3,Trade_ends,2021-11-09 23:13:54.390864+00:00,"{""currentPrice"": 0, ""priceIndex"": 23, ""secs_since_round_starts"": 69}",True,0.03,False,0,23,69,3.0,1,0,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,69
42,ra25fxy0,9pqvaeel,4,Trade_ends,2021-11-09 23:14:01.791102+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.06,False,0,1,2,2.0,1,0,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,2
43,ra25fxy0,9pqvaeel,5,Trade_ends,2021-11-09 23:15:12.275212+00:00,"{""currentPrice"": 26, ""priceIndex"": 21, ""secs_since_round_starts"": 66}",True,0.06,False,26,21,66,3.0,0,1,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,1000
44,ra25fxy0,9pqvaeel,6,Trade_ends,2021-11-09 23:15:32.450494+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 16}",False,0.03,False,0,8,16,2.0,1,0,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,16
45,ra25fxy0,9pqvaeel,7,Trade_ends,2021-11-09 23:16:21.107220+00:00,"{""currentPrice"": 23, ""priceIndex"": 14, ""secs_since_round_starts"": 44}",False,0.03,False,23,14,44,3.0,0,1,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,1000
46,ra25fxy0,9pqvaeel,8,Trade_ends,2021-11-09 23:17:08.722467+00:00,"{""currentPrice"": 36, ""priceIndex"": 21, ""secs_since_round_starts"": 44}",False,0.06,False,36,21,44,2.0,0,1,0,0,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,1000
47,ra25fxy0,9pqvaeel,9,Trade_ends,2021-11-09 23:18:03.400851+00:00,"{""currentPrice"": 0, ""priceIndex"": 17, ""secs_since_round_starts"": 51}",False,0.06,False,0,17,51,3.0,1,0,0,1,1,Male,25.0,undergraduate: 3d year,7,Other,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,51
48,ym4q9fcm,9pqvaeel,2,Trade_ends,2021-11-09 23:26:54.985645+00:00,"{""currentPrice"": 13, ""priceIndex"": 2, ""secs_since_round_starts"": 7}",False,0.03,False,13,2,7,2.0,0,1,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,1000
49,ym4q9fcm,9pqvaeel,3,Trade_ends,2021-11-09 23:27:10.393023+00:00,"{""currentPrice"": 11, ""priceIndex"": 2, ""secs_since_round_starts"": 9}",False,0.03,False,11,2,9,3.0,0,1,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,1000
50,ym4q9fcm,9pqvaeel,4,Trade_ends,2021-11-09 23:27:21.467393+00:00,"{""currentPrice"": 13, ""priceIndex"": 2, ""secs_since_round_starts"": 6}",False,0.06,False,13,2,6,2.0,0,1,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,1000
51,ym4q9fcm,9pqvaeel,5,Trade_ends,2021-11-09 23:27:39.071366+00:00,"{""currentPrice"": 11, ""priceIndex"": 2, ""secs_since_round_starts"": 13}",False,0.06,False,11,2,13,3.0,0,1,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,1000
52,ym4q9fcm,9pqvaeel,6,Trade_ends,2021-11-09 23:28:33.875097+00:00,"{""currentPrice"": 38, ""priceIndex"": 25, ""secs_since_round_starts"": 50}",True,0.03,False,38,25,50,2.0,0,0,1,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,50
53,ym4q9fcm,9pqvaeel,7,Trade_ends,2021-11-09 23:29:22.780762+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 24}",True,0.03,False,0,8,24,3.0,1,0,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,24
54,l79on4pr,9pqvaeel,2,Trade_ends,2021-11-09 23:29:34.370791+00:00,"{""currentPrice"": 20, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.03,False,20,9,20,2.0,0,1,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,1000
55,l79on4pr,9pqvaeel,3,Trade_ends,2021-11-09 23:29:59.256038+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 21}",False,0.03,False,0,7,21,3.0,1,0,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,21
56,ym4q9fcm,9pqvaeel,8,Trade_ends,2021-11-09 23:30:01.640619+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 32}",True,0.06,False,0,16,32,2.0,1,0,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,32
57,l79on4pr,9pqvaeel,4,Trade_ends,2021-11-09 23:30:05.989771+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",False,0.06,False,0,1,2,2.0,1,0,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,2
58,l79on4pr,9pqvaeel,5,Trade_ends,2021-11-09 23:30:18.818408+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 9}",False,0.06,False,0,3,9,3.0,1,0,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,9
59,ym4q9fcm,9pqvaeel,9,Trade_ends,2021-11-09 23:30:54.999015+00:00,"{""currentPrice"": 21, ""priceIndex"": 14, ""secs_since_round_starts"": 47}",True,0.06,False,21,14,47,3.0,0,1,0,0,1,Male,48.0,undergraduate: 4th year,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,1000
60,l79on4pr,9pqvaeel,6,Trade_ends,2021-11-09 23:30:56.256914+00:00,"{""currentPrice"": 20, ""priceIndex"": 15, ""secs_since_round_starts"": 33}",True,0.03,False,20,15,33,2.0,0,1,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,1000
61,l79on4pr,9pqvaeel,7,Trade_ends,2021-11-09 23:31:20.950739+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 21}",True,0.03,False,0,7,21,3.0,1,0,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,21
62,l79on4pr,9pqvaeel,8,Trade_ends,2021-11-09 23:31:27.810927+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.06,False,0,1,2,2.0,1,0,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,2
63,l79on4pr,9pqvaeel,9,Trade_ends,2021-11-09 23:31:36.493288+00:00,"{""currentPrice"": 11, ""priceIndex"": 1, ""secs_since_round_starts"": 4}",True,0.06,False,11,1,4,3.0,0,1,0,0,1,Female,30.0,master,9,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,1000
64,6sygj5i2,9pqvaeel,2,Trade_ends,2021-11-09 23:33:24.781671+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",True,0.03,False,0,3,6,2.0,1,0,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,6
65,6sygj5i2,9pqvaeel,3,Trade_ends,2021-11-09 23:34:38.322512+00:00,"{""currentPrice"": 33, ""priceIndex"": 21, ""secs_since_round_starts"": 66}",True,0.03,False,33,21,66,3.0,0,1,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,1000
66,6sygj5i2,9pqvaeel,4,Trade_ends,2021-11-09 23:35:33.905347+00:00,"{""currentPrice"": 32, ""priceIndex"": 22, ""secs_since_round_starts"": 49}",True,0.06,False,32,22,49,2.0,0,1,0,1,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,1000
67,6sygj5i2,9pqvaeel,5,Trade_ends,2021-11-09 23:35:51.875144+00:00,"{""currentPrice"": 0, ""priceIndex"": 5, ""secs_since_round_starts"": 15}",True,0.06,False,0,5,15,3.0,1,0,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,15
68,6sygj5i2,9pqvaeel,6,Trade_ends,2021-11-09 23:36:36.116817+00:00,"{""currentPrice"": 0, ""priceIndex"": 19, ""secs_since_round_starts"": 38}",False,0.03,False,0,19,38,2.0,1,0,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,38
69,cct95kr5,9pqvaeel,2,Trade_ends,2021-11-09 23:36:50.813524+00:00,"{""currentPrice"": 17, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",False,0.03,False,17,8,18,2.0,0,1,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,1000
70,cct95kr5,9pqvaeel,3,Trade_ends,2021-11-09 23:37:22.193149+00:00,"{""currentPrice"": 17, ""priceIndex"": 8, ""secs_since_round_starts"": 26}",False,0.03,False,17,8,26,3.0,0,1,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,1000
71,cct95kr5,9pqvaeel,4,Trade_ends,2021-11-09 23:37:31.232784+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",False,0.06,False,0,2,4,2.0,1,0,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,4
72,6sygj5i2,9pqvaeel,7,Trade_ends,2021-11-09 23:37:37.779122+00:00,"{""currentPrice"": 0, ""priceIndex"": 19, ""secs_since_round_starts"": 57}",False,0.03,False,0,19,57,3.0,1,0,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,57
73,cct95kr5,9pqvaeel,5,Trade_ends,2021-11-09 23:37:39.109918+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 3}",False,0.06,False,0,1,3,3.0,1,0,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,3
74,6sygj5i2,9pqvaeel,8,Trade_ends,2021-11-09 23:37:59.157297+00:00,"{""currentPrice"": 0, ""priceIndex"": 9, ""secs_since_round_starts"": 18}",False,0.06,False,0,9,18,2.0,1,0,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,18
75,cct95kr5,9pqvaeel,6,Trade_ends,2021-11-09 23:38:13.051381+00:00,"{""currentPrice"": 23, ""priceIndex"": 13, ""secs_since_round_starts"": 28}",True,0.03,False,23,13,28,2.0,0,1,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,1000
76,6sygj5i2,9pqvaeel,9,Trade_ends,2021-11-09 23:38:32.218964+00:00,"{""currentPrice"": 0, ""priceIndex"": 10, ""secs_since_round_starts"": 30}",False,0.06,False,0,10,30,3.0,1,0,0,0,1,Male,20.0,high-school graduate,7,Other,0.0,0.0,1.0,Monthly,Weekly,Cryptocurrencies,No,30
77,cct95kr5,9pqvaeel,7,Trade_ends,2021-11-09 23:39:04.141070+00:00,"{""currentPrice"": 22, ""priceIndex"": 14, ""secs_since_round_starts"": 44}",True,0.03,False,22,14,44,3.0,0,1,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,1000
78,cct95kr5,9pqvaeel,8,Trade_ends,2021-11-09 23:39:09.104258+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.06,False,0,1,2,2.0,1,0,0,0,1,Male,36.0,undergraduate: 4th year,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,No,2
