owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,owner__exit_price,owner__subsession__starting_price,owner__subsession__tick_frequency,owner__subsession__max_length,current_price,priceIndex,secs_since_round_starts
hgslsxeg,9pqvaeel,6,Trade_starts,2021-11-10 01:01:23.247638+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,False,28.0,10.0,2.0,25.0,10,0,0
0f0wk0h0,9pqvaeel,2,Trade_ends,2021-11-10 01:01:28.832544+00:00,"{""currentPrice"": 0, ""priceIndex"": 5, ""secs_since_round_starts"": 10}",False,0.03,False,0.0,10.0,2.0,25.0,0,5,10
0f0wk0h0,9pqvaeel,3,Trade_starts,2021-11-10 01:01:34.714169+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,False,30.0,10.0,3.0,25.0,10,0,0
hgslsxeg,9pqvaeel,6,sellingDialogShown,2021-11-10 01:02:02.469294+00:00,"{""currentPrice"": 28, ""priceIndex"": 19, ""secs_since_round_starts"": 39}",False,0.03,False,28.0,10.0,2.0,25.0,28,19,39
hgslsxeg,9pqvaeel,6,Sell,2021-11-10 01:02:03.950571+00:00,"{""currentPrice"": 28, ""priceIndex"": 19, ""secs_since_round_starts"": 40}",False,0.03,False,28.0,10.0,2.0,25.0,28,19,40
hgslsxeg,9pqvaeel,6,Trade_ends,2021-11-10 01:02:04.006448+00:00,"{""currentPrice"": 28, ""priceIndex"": 19, ""secs_since_round_starts"": 40}",False,0.03,False,28.0,10.0,2.0,25.0,28,19,40
hgslsxeg,9pqvaeel,6,round_ends,2021-11-10 01:02:05.190639+00:00,"{""currentPrice"": 28, ""priceIndex"": 19, ""secs_since_round_starts"": 42}",False,0.03,False,28.0,10.0,2.0,25.0,28,19,42
hgslsxeg,9pqvaeel,7,Trade_starts,2021-11-10 01:02:08.071432+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,False,0.0,10.0,3.0,25.0,10,0,0
hgslsxeg,9pqvaeel,7,Trade_ends,2021-11-10 01:02:20.000939+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 12}",False,0.03,False,0.0,10.0,3.0,25.0,0,4,12
0f0wk0h0,9pqvaeel,3,sellingDialogShown,2021-11-10 01:02:23.574508+00:00,"{""currentPrice"": 30, ""priceIndex"": 16, ""secs_since_round_starts"": 49}",False,0.03,False,30.0,10.0,3.0,25.0,30,16,49
hgslsxeg,9pqvaeel,7,round_ends,2021-11-10 01:02:23.978185+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 16}",False,0.03,False,0.0,10.0,3.0,25.0,0,4,16
0f0wk0h0,9pqvaeel,3,Sell,2021-11-10 01:02:25.699814+00:00,"{""currentPrice"": 30, ""priceIndex"": 16, ""secs_since_round_starts"": 51}",False,0.03,False,30.0,10.0,3.0,25.0,30,16,51
0f0wk0h0,9pqvaeel,3,Trade_ends,2021-11-10 01:02:25.749621+00:00,"{""currentPrice"": 30, ""priceIndex"": 16, ""secs_since_round_starts"": 51}",False,0.03,False,30.0,10.0,3.0,25.0,30,16,51
hgslsxeg,9pqvaeel,8,Trade_starts,2021-11-10 01:02:26.203700+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.06,False,17.0,10.0,2.0,25.0,10,0,0
0f0wk0h0,9pqvaeel,3,round_ends,2021-11-10 01:02:27.049413+00:00,"{""currentPrice"": 30, ""priceIndex"": 16, ""secs_since_round_starts"": 52}",False,0.03,False,30.0,10.0,3.0,25.0,30,16,52
0f0wk0h0,9pqvaeel,4,Trade_starts,2021-11-10 01:02:33.172095+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.06,False,36.0,10.0,2.0,25.0,10,0,0
hgslsxeg,9pqvaeel,8,sellingDialogShown,2021-11-10 01:02:52.763199+00:00,"{""currentPrice"": 17, ""priceIndex"": 13, ""secs_since_round_starts"": 26}",False,0.06,False,17.0,10.0,2.0,25.0,17,13,26
hgslsxeg,9pqvaeel,8,Sell,2021-11-10 01:02:53.946383+00:00,"{""currentPrice"": 17, ""priceIndex"": 13, ""secs_since_round_starts"": 27}",False,0.06,False,17.0,10.0,2.0,25.0,17,13,27
hgslsxeg,9pqvaeel,8,Trade_ends,2021-11-10 01:02:53.995626+00:00,"{""currentPrice"": 17, ""priceIndex"": 13, ""secs_since_round_starts"": 27}",False,0.06,False,17.0,10.0,2.0,25.0,17,13,27
hgslsxeg,9pqvaeel,8,round_ends,2021-11-10 01:02:55.295076+00:00,"{""currentPrice"": 17, ""priceIndex"": 13, ""secs_since_round_starts"": 29}",False,0.06,False,17.0,10.0,2.0,25.0,17,13,29
hgslsxeg,9pqvaeel,9,Trade_starts,2021-11-10 01:02:57.918437+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.06,False,0.0,10.0,3.0,25.0,10,0,0
0f0wk0h0,9pqvaeel,4,Trade_ends,2021-11-10 01:03:23.409542+00:00,"{""currentPrice"": 36, ""priceIndex"": 25, ""secs_since_round_starts"": 50}",False,0.06,False,36.0,10.0,2.0,25.0,36,25,50
0f0wk0h0,9pqvaeel,4,round_ends,2021-11-10 01:03:43.847496+00:00,"{""currentPrice"": 36, ""priceIndex"": 25, ""secs_since_round_starts"": 70}",False,0.06,False,36.0,10.0,2.0,25.0,36,25,70
hgslsxeg,9pqvaeel,9,Trade_ends,2021-11-10 01:03:45.854036+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 48}",False,0.06,False,0.0,10.0,3.0,25.0,0,16,48
0f0wk0h0,9pqvaeel,5,Trade_starts,2021-11-10 01:03:47.499575+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.06,False,0.0,10.0,3.0,25.0,10,0,0
hgslsxeg,9pqvaeel,9,round_ends,2021-11-10 01:03:48.345918+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 50}",False,0.06,False,0.0,10.0,3.0,25.0,0,16,50
0f0wk0h0,9pqvaeel,5,Trade_ends,2021-11-10 01:03:59.309072+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 12}",False,0.06,False,0.0,10.0,3.0,25.0,0,4,12
1kpab8w0,9pqvaeel,1,Trade_starts,2021-11-10 01:04:02.323968+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,True,13.0,10.0,2.0,25.0,10,0,0
0f0wk0h0,9pqvaeel,6,Trade_starts,2021-11-10 01:04:03.939595+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",True,0.03,False,0.0,10.0,2.0,25.0,10,0,0
0f0wk0h0,9pqvaeel,6,Trade_ends,2021-11-10 01:04:05.839793+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.03,False,0.0,10.0,2.0,25.0,0,1,2
1kpab8w0,9pqvaeel,1,sellingDialogShown,2021-11-10 01:04:11.992276+00:00,"{""currentPrice"": 13, ""priceIndex"": 4, ""secs_since_round_starts"": 9}",False,0.03,True,13.0,10.0,2.0,25.0,13,4,9
1kpab8w0,9pqvaeel,1,Sell,2021-11-10 01:04:13.659969+00:00,"{""currentPrice"": 13, ""priceIndex"": 4, ""secs_since_round_starts"": 11}",False,0.03,True,13.0,10.0,2.0,25.0,13,4,11
1kpab8w0,9pqvaeel,1,Trade_ends,2021-11-10 01:04:13.702656+00:00,"{""currentPrice"": 13, ""priceIndex"": 4, ""secs_since_round_starts"": 11}",False,0.03,True,13.0,10.0,2.0,25.0,13,4,11
