,owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,owner__exit_price,owner__subsession__starting_price,owner__subsession__max_length,current_price,priceIndex,secs_since_round_starts,subsession.tick_frequency,exit_crash,exit_sell,exit_hodl,mindchanges,exit_correct,gamified_first,player.gender,player.age,player.education,participant.payoff,FinScore,player.study_major,player.course_financial,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.nationality,censoring,censoring_price
2075,rolr3er9,tcbozsj9,5,Trade_ends,2021-11-17 18:32:05.536002+00:00,"{""currentPrice"": 21, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.05,False,21.0,10.0,30.0,21,9,20,2.0,0,1,0,0,1,0,Male,48.0,master,24,7,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,US,1000,1000.0
2076,l4dexb8r,tcbozsj9,3,Trade_ends,2021-11-17 18:32:11.832841+00:00,"{""currentPrice"": 18, ""priceIndex"": 10, ""secs_since_round_starts"": 26}",False,0.05,False,18.0,10.0,30.0,18,10,26,2.0,0,1,0,0,1,0,Male,55.0,master,33,9,Other Management,0.0,1.0,0.0,Less than once a month,Less than once a month,Bonds,No,GB,1000,1000.0
2077,uq1xa789,tcbozsj9,2,Trade_ends,2021-11-17 18:32:12.202095+00:00,"{""currentPrice"": 31, ""priceIndex"": 19, ""secs_since_round_starts"": 41}",False,0.02,False,31.0,10.0,30.0,31,19,41,2.0,0,1,0,0,1,0,Male,47.0,MBA,30,11,Finance,1.0,1.0,0.0,Monthly,Weekly,Stocks,No,IN,1000,1000.0
2078,2cnrppop,tcbozsj9,4,Trade_ends,2021-11-17 18:32:15.548463+00:00,"{""currentPrice"": 23, ""priceIndex"": 12, ""secs_since_round_starts"": 26}",False,0.02,False,23.0,10.0,30.0,23,12,26,2.0,0,1,0,0,1,0,Male,27.0,master,29,10,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
2079,rh2jcjcj,tcbozsj9,5,Trade_ends,2021-11-17 18:32:20.669404+00:00,"{""currentPrice"": 37, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.05,False,37.0,10.0,30.0,37,30,60,2.0,0,0,1,0,1,0,Female,30.0,master,50,6,Other,0.0,1.0,0.0,Monthly,Daily,Stocks,Do not know,US,60,1000.0
2080,rolr3er9,tcbozsj9,6,Trade_ends,2021-11-17 18:32:28.191925+00:00,"{""currentPrice"": 17, ""priceIndex"": 8, ""secs_since_round_starts"": 19}",True,0.05,False,17.0,10.0,30.0,17,8,19,2.0,0,1,0,0,1,0,Male,48.0,master,24,7,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,US,1000,1000.0
2081,rh2jcjcj,tcbozsj9,6,Trade_ends,2021-11-17 18:32:30.164100+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",True,0.05,False,0.0,10.0,30.0,0,2,4,2.0,1,0,0,0,1,0,Female,30.0,master,50,6,Other,0.0,1.0,0.0,Monthly,Daily,Stocks,Do not know,US,4,0.0
2082,fl9hlxrt,tcbozsj9,3,Trade_ends,2021-11-17 18:32:34.503445+00:00,"{""currentPrice"": 16, ""priceIndex"": 13, ""secs_since_round_starts"": 28}",False,0.05,False,16.0,10.0,30.0,16,13,28,2.0,0,1,0,0,1,0,Male,40.0,master,22,6,Economics,1.0,0.0,0.0,Monthly,Monthly,Stocks,No,GB,1000,1000.0
2083,c2qtxbm4,tcbozsj9,2,Trade_ends,2021-11-17 18:32:37.100599+00:00,"{""currentPrice"": 0, ""priceIndex"": 27, ""secs_since_round_starts"": 54}",False,0.02,False,0.0,10.0,30.0,0,27,54,2.0,1,0,0,0,1,0,Male,43.0,master,10,10,Other,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,GB,54,0.0
2084,2cnrppop,tcbozsj9,5,Trade_ends,2021-11-17 18:32:40.100332+00:00,"{""currentPrice"": 19, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.05,False,19.0,10.0,30.0,19,9,20,2.0,0,1,0,0,1,0,Male,27.0,master,29,10,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
