,owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,owner__exit_price,owner__subsession__starting_price,owner__subsession__max_length,current_price,priceIndex,secs_since_round_starts,subsession.tick_frequency,exit_crash,exit_sell,exit_hodl,mindchanges,exit_correct,gamified_first,player.gender,player.age,player.education,participant.payoff,FinScore,player.study_major,player.course_financial,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.nationality,censoring,censoring_price
2428,02kxtvev,hgp2owka,2,Trade_ends,2021-11-17 19:33:56.252107+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 32}",True,0.02,False,0.0,10.0,30.0,0,16,32,2.0,1,0,0,0,1,1,Female,29.0,master,8,8,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,CA,32,0.0
2432,fy1qzy6r,hgp2owka,2,Trade_ends,2021-11-17 19:34:33.347890+00:00,"{""currentPrice"": 18, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",True,0.02,False,18.0,10.0,30.0,18,8,18,2.0,0,1,0,0,1,1,Male,31.0,master,30,10,Other,0.0,1.0,1.0,Monthly,Multiple times a day,Stocks,No,AU,1000,1000.0
2445,fbiwtzd0,hgp2owka,3,Trade_ends,2021-11-17 19:35:30.374739+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",False,0.05,False,0.0,10.0,30.0,0,3,6,2.0,1,0,0,0,1,0,Female,38.0,master,40,7,Other Management,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,GB,6,0.0
2454,kw96cta5,hgp2owka,2,Trade_ends,2021-11-17 19:36:20.415058+00:00,"{""currentPrice"": 17, ""priceIndex"": 7, ""secs_since_round_starts"": 18}",False,0.02,False,17.0,10.0,30.0,17,7,18,2.0,0,1,0,0,1,0,Male,37.0,MBA,11,11,Economics,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,CA,1000,1000.0
2470,f2mhqgbb,tcbozsj9,2,Trade_ends,2021-11-17 19:38:53.247497+00:00,"{""currentPrice"": 19, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",True,0.02,False,19.0,10.0,30.0,19,8,18,2.0,0,1,0,0,1,1,Female,51.0,master,22,8,Other,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
2475,mtpligas,hgp2owka,2,Trade_ends,2021-11-17 19:40:30.204505+00:00,"{""currentPrice"": 47, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,47.0,10.0,30.0,47,30,60,2.0,0,0,1,0,1,0,Female,34.0,master,55,8,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,Do not know,NP,60,1000.0
2482,0ghaw60v,cv9yjdhy,2,Trade_ends,2021-11-17 19:41:54.081220+00:00,"{""currentPrice"": 41, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,41.0,10.0,30.0,41,30,60,2.0,0,0,1,0,1,0,,,,0,0,,,,,,,,,CA,60,1000.0
2484,845dqr5o,cv9yjdhy,2,Trade_ends,2021-11-17 19:42:02.287373+00:00,"{""currentPrice"": 18, ""priceIndex"": 7, ""secs_since_round_starts"": 16}",False,0.02,False,18.0,10.0,30.0,18,7,16,2.0,0,1,0,0,1,0,Female,23.0,undergraduate: 3d year,27,11,Other,1.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,CA,1000,1000.0
2487,80mtg8un,cv9yjdhy,3,Trade_ends,2021-11-17 19:42:45.547178+00:00,"{""currentPrice"": 52, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.05,False,52.0,10.0,30.0,52,30,60,2.0,0,0,1,0,1,1,Female,32.0,undergraduate: 3d year,6,6,Other,0.0,1.0,1.0,Less than once a month,Weekly,"Derivatives (Options, Futures)",No,US,60,1000.0
2489,l9d8t8qj,hgp2owka,2,Trade_ends,2021-11-17 19:42:52.958765+00:00,"{""currentPrice"": 37, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,37.0,10.0,30.0,37,30,60,2.0,0,0,1,0,1,0,Male,28.0,master,45,11,Other,0.0,1.0,0.0,Monthly,Daily,Cryptocurrencies,No,GB,60,1000.0
2491,a5gkn0fi,cv9yjdhy,2,Trade_ends,2021-11-17 19:42:58.984478+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",False,0.02,False,0.0,10.0,30.0,0,2,4,2.0,1,0,0,0,1,0,Male,28.0,undergraduate: 4th year,24,6,Other,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,CA,4,0.0
2493,ai9ya3kf,cv9yjdhy,2,Trade_ends,2021-11-17 19:43:09.351364+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,1,Male,29.0,undergraduate: 3d year,33,8,Other,0.0,1.0,1.0,Monthly,Daily,Stocks,No,GB,2,0.0
2496,b7yjt82u,cv9yjdhy,2,Trade_ends,2021-11-17 19:43:16.067510+00:00,"{""currentPrice"": 0, ""priceIndex"": 12, ""secs_since_round_starts"": 24}",True,0.02,False,0.0,10.0,30.0,0,12,24,2.0,1,0,0,0,1,1,Male,48.0,undergraduate: 3d year,31,9,Other,0.0,1.0,0.0,Less than once a month,Daily,Stocks,No,GB,24,0.0
2534,l37mqm0y,hgp2owka,2,Trade_ends,2021-11-17 19:46:59.821703+00:00,"{""currentPrice"": 20, ""priceIndex"": 12, ""secs_since_round_starts"": 28}",True,0.02,False,20.0,10.0,30.0,20,12,28,2.0,0,1,0,0,1,1,Male,62.0,master,29,9,Other,0.0,1.0,0.0,Less than once a month,Daily,Stocks,No,CA,1000,1000.0
2542,unz2rrax,cv9yjdhy,2,Trade_ends,2021-11-17 19:49:06.582587+00:00,"{""currentPrice"": 13, ""priceIndex"": 2, ""secs_since_round_starts"": 6}",False,0.02,False,13.0,10.0,30.0,13,2,6,2.0,0,1,0,0,1,0,Female,53.0,high-school graduate,21,5,Other Management,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,1000,1000.0
2547,znouh34y,hgp2owka,2,Trade_ends,2021-11-17 19:49:54.227163+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 14}",True,0.02,False,0.0,10.0,30.0,0,7,14,2.0,1,0,0,0,1,1,Female,37.0,PhD,8,8,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,14,0.0
2552,5ruautiw,cv9yjdhy,2,Trade_ends,2021-11-17 19:50:36.470269+00:00,"{""currentPrice"": 23, ""priceIndex"": 13, ""secs_since_round_starts"": 29}",True,0.02,False,23.0,10.0,30.0,23,13,29,2.0,0,1,0,0,1,1,Female,20.0,undergraduate: 2nd year,30,7,Other,0.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,Yes,GB,1000,1000.0
2558,l9emzqa8,hgp2owka,2,Trade_ends,2021-11-17 19:51:27.548554+00:00,"{""currentPrice"": 0, ""priceIndex"": 22, ""secs_since_round_starts"": 44}",False,0.02,False,0.0,10.0,30.0,0,22,44,2.0,1,0,0,0,1,0,Female,29.0,master,38,3,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,CA,44,0.0
2560,8izv4f1j,hgp2owka,2,Trade_ends,2021-11-17 19:51:47.996658+00:00,"{""currentPrice"": 14, ""priceIndex"": 2, ""secs_since_round_starts"": 7}",True,0.02,False,14.0,10.0,30.0,14,2,7,2.0,0,1,0,0,1,1,Female,27.0,master,19,8,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,TH,1000,1000.0
2573,o2hxrbmw,hgp2owka,2,Trade_ends,2021-11-17 19:52:59.438172+00:00,"{""currentPrice"": 14, ""priceIndex"": 6, ""secs_since_round_starts"": 15}",False,0.02,False,14.0,10.0,30.0,14,6,15,2.0,0,1,0,0,1,0,Male,45.0,master,28,9,Other,1.0,1.0,1.0,Monthly,Weekly,Stocks,No,CA,1000,1000.0
2577,ts9jru3q,hgp2owka,2,Trade_ends,2021-11-17 19:53:16.720202+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 32}",True,0.02,False,0.0,10.0,30.0,0,16,32,2.0,1,0,0,0,1,1,Male,41.0,master,28,9,Other,0.0,1.0,1.0,Daily,Daily,Stocks,No,GB,32,0.0
2579,6zsh122l,cv9yjdhy,2,Trade_ends,2021-11-17 19:53:20.013814+00:00,"{""currentPrice"": 13, ""priceIndex"": 3, ""secs_since_round_starts"": 10}",False,0.02,False,13.0,10.0,30.0,13,3,10,2.0,0,1,0,0,1,0,Male,35.0,did not graduate high school,27,4,Other,0.0,1.0,1.0,Daily,Daily,Cryptocurrencies,No,GB,1000,1000.0
2581,l5ui7mfm,cv9yjdhy,2,Trade_ends,2021-11-17 19:53:31.349508+00:00,"{""currentPrice"": 36, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,36.0,10.0,30.0,36,30,60,2.0,0,0,1,0,1,0,Male,23.0,undergraduate: 4th year,8,8,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,CA,60,1000.0
2583,80nlxh3w,cv9yjdhy,2,Trade_ends,2021-11-17 19:53:38.754404+00:00,"{""currentPrice"": 13, ""priceIndex"": 4, ""secs_since_round_starts"": 11}",False,0.02,False,13.0,10.0,30.0,13,4,11,2.0,0,1,0,0,1,0,Male,75.0,undergraduate: 4th year,21,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,GB,1000,1000.0
2584,vcqadqam,hgp2owka,2,Trade_ends,2021-11-17 19:53:46.311549+00:00,"{""currentPrice"": 17, ""priceIndex"": 7, ""secs_since_round_starts"": 16}",False,0.02,False,17.0,10.0,30.0,17,7,16,2.0,0,1,0,0,1,0,Female,46.0,PhD,27,10,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
2596,ol2cddhf,cv9yjdhy,2,Trade_ends,2021-11-17 19:54:27.129201+00:00,"{""currentPrice"": 23, ""priceIndex"": 13, ""secs_since_round_starts"": 28}",True,0.02,False,23.0,10.0,30.0,23,13,28,2.0,0,1,0,0,1,1,Female,61.0,undergraduate: 4th year,29,7,Other,0.0,1.0,1.0,Monthly,Daily,Stocks,No,US,1000,1000.0
2601,3w1y1paa,hgp2owka,2,Trade_ends,2021-11-17 19:54:40.471696+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 16}",False,0.02,False,0.0,10.0,30.0,0,8,16,2.0,1,0,0,0,1,0,Male,24.0,PhD,40,9,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,16,0.0
2603,mzbs7qkn,hgp2owka,2,Trade_ends,2021-11-17 19:54:47.549604+00:00,"{""currentPrice"": 0, ""priceIndex"": 12, ""secs_since_round_starts"": 24}",True,0.02,False,0.0,10.0,30.0,0,12,24,2.0,1,0,0,0,1,1,Male,44.0,master,21,9,Finance,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,24,0.0
2608,oterzebo,cv9yjdhy,2,Trade_ends,2021-11-17 19:54:56.758450+00:00,"{""currentPrice"": 37, ""priceIndex"": 25, ""secs_since_round_starts"": 52}",True,0.02,False,37.0,10.0,30.0,37,25,52,2.0,0,1,0,0,1,1,Female,23.0,undergraduate: 3d year,45,8,Other,1.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,CA,1000,1000.0
2616,nrtot5e4,cv9yjdhy,2,Trade_ends,2021-11-17 19:55:20.006796+00:00,"{""currentPrice"": 26, ""priceIndex"": 14, ""secs_since_round_starts"": 32}",True,0.02,False,26.0,10.0,30.0,26,14,32,2.0,0,1,0,0,1,1,Male,29.0,undergraduate: 4th year,33,7,Other,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,CA,1000,1000.0
2629,07r8lzwi,cv9yjdhy,2,Trade_ends,2021-11-17 19:55:41.831762+00:00,"{""currentPrice"": 14, ""priceIndex"": 4, ""secs_since_round_starts"": 10}",False,0.02,False,14.0,10.0,30.0,14,4,10,2.0,0,1,0,0,1,0,Male,66.0,high-school graduate,19,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,1000,1000.0
2647,uyyaypsq,cv9yjdhy,2,Trade_ends,2021-11-17 19:56:15.435638+00:00,"{""currentPrice"": 13, ""priceIndex"": 2, ""secs_since_round_starts"": 7}",True,0.02,False,13.0,10.0,30.0,13,2,7,2.0,0,1,0,0,1,1,Female,26.0,master,45,9,Other Management,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,GB,1000,1000.0
2657,jrr43ca4,cv9yjdhy,2,Trade_ends,2021-11-17 19:56:40.436112+00:00,"{""currentPrice"": 34, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,34.0,10.0,30.0,34,30,60,2.0,0,0,1,0,1,0,Female,24.0,undergraduate: 4th year,9,9,Other,0.0,0.0,1.0,Monthly,Monthly,Stocks,No,GB,60,1000.0
2660,njd8p5t2,hgp2owka,2,Trade_ends,2021-11-17 19:56:45.845574+00:00,"{""currentPrice"": 19, ""priceIndex"": 7, ""secs_since_round_starts"": 15}",False,0.02,False,19.0,10.0,30.0,19,7,15,2.0,0,1,0,0,1,0,Male,29.0,undergraduate: 4th year,22,9,Other,0.0,0.0,1.0,Less than once a month,Daily,Stocks,No,GB,1000,1000.0
2663,60atiyc7,cv9yjdhy,2,Trade_ends,2021-11-17 19:56:51.842753+00:00,"{""currentPrice"": 0, ""priceIndex"": 6, ""secs_since_round_starts"": 12}",True,0.02,False,0.0,10.0,30.0,0,6,12,2.0,1,0,0,0,1,1,Female,59.0,high-school graduate,22,6,Other,0.0,1.0,1.0,Monthly,Daily,Stocks,Do not know,GB,12,0.0
2673,c8jrp4e2,cv9yjdhy,2,Trade_ends,2021-11-17 19:57:07.810509+00:00,"{""currentPrice"": 16, ""priceIndex"": 7, ""secs_since_round_starts"": 16}",False,0.02,False,16.0,10.0,30.0,16,7,16,2.0,0,1,0,0,1,0,Female,46.0,master,25,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,CA,1000,1000.0
2685,sauskov0,cv9yjdhy,2,Trade_ends,2021-11-17 19:57:35.777276+00:00,"{""currentPrice"": 38, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,38.0,10.0,30.0,38,30,60,2.0,0,0,1,0,1,1,Male,19.0,undergraduate: 1st year,8,8,Finance,1.0,1.0,1.0,Monthly,Daily,Stocks,No,GB,60,1000.0
2688,u2vy3l6i,cv9yjdhy,2,Trade_ends,2021-11-17 19:57:38.351779+00:00,"{""currentPrice"": 41, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,41.0,10.0,30.0,41,30,60,2.0,0,0,1,0,1,0,Male,25.0,undergraduate: 3d year,31,8,Other,0.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,GB,60,1000.0
2689,keuopgpe,hgp2owka,2,Trade_ends,2021-11-17 19:57:43.436460+00:00,"{""currentPrice"": 41, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,41.0,10.0,30.0,41,30,60,2.0,0,0,1,0,1,1,Male,41.0,master,8,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,60,1000.0
2693,pe1634g0,hgp2owka,2,Trade_ends,2021-11-17 19:57:52.255497+00:00,"{""currentPrice"": 0, ""priceIndex"": 15, ""secs_since_round_starts"": 30}",False,0.02,False,0.0,10.0,30.0,0,15,30,2.0,1,0,0,0,1,0,Female,41.0,undergraduate: 4th year,9,9,Other,0.0,1.0,0.0,Monthly,Weekly,Stocks,No,GB,30,0.0
2701,2w1nypfi,hgp2owka,2,Trade_ends,2021-11-17 19:58:10.356170+00:00,"{""currentPrice"": 24, ""priceIndex"": 14, ""secs_since_round_starts"": 30}",True,0.02,False,24.0,10.0,30.0,24,14,30,2.0,0,1,0,0,1,1,Female,35.0,PhD,20,4,Other,0.0,1.0,1.0,Daily,Multiple times a day,Cryptocurrencies,No,TR,1000,1000.0
2705,ske8ryw2,cv9yjdhy,2,Trade_ends,2021-11-17 19:58:23.013628+00:00,"{""currentPrice"": 24, ""priceIndex"": 13, ""secs_since_round_starts"": 30}",True,0.02,False,24.0,10.0,30.0,24,13,30,2.0,0,1,0,0,1,1,Male,31.0,high-school graduate,9,9,Finance,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,1000,1000.0
2732,arotk9si,cv9yjdhy,2,Trade_ends,2021-11-17 19:59:20.641464+00:00,"{""currentPrice"": 28, ""priceIndex"": 18, ""secs_since_round_starts"": 40}",True,0.02,False,28.0,10.0,30.0,28,18,40,2.0,0,1,0,0,1,1,Male,37.0,high-school graduate,5,5,Other,0.0,1.0,1.0,Daily,Daily,Stocks,No,GB,1000,1000.0
2735,4pavuhh5,cv9yjdhy,2,Trade_ends,2021-11-17 19:59:26.179689+00:00,"{""currentPrice"": 0, ""priceIndex"": 15, ""secs_since_round_starts"": 30}",True,0.02,False,0.0,10.0,30.0,0,15,30,2.0,1,0,0,0,1,1,Male,30.0,undergraduate: 4th year,9,9,Other,0.0,1.0,1.0,Weekly,Daily,Bonds,Yes,CA,30,0.0
2748,cbddbqlw,hgp2owka,2,Trade_ends,2021-11-17 19:59:57.864223+00:00,"{""currentPrice"": 21, ""priceIndex"": 13, ""secs_since_round_starts"": 29}",True,0.02,False,21.0,10.0,30.0,21,13,29,2.0,0,1,0,0,1,1,Female,52.0,master,32,10,Other,1.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
2751,81pkuc1v,hgp2owka,2,Trade_ends,2021-11-17 20:00:02.149425+00:00,"{""currentPrice"": 16, ""priceIndex"": 6, ""secs_since_round_starts"": 15}",False,0.02,False,16.0,10.0,30.0,16,6,15,2.0,0,1,0,0,1,0,Male,40.0,master,22,7,Other Management,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,1000,1000.0
2756,xmvfn0rk,hgp2owka,2,Trade_ends,2021-11-17 20:00:16.806291+00:00,"{""currentPrice"": 0, ""priceIndex"": 18, ""secs_since_round_starts"": 36}",True,0.02,False,0.0,10.0,30.0,0,18,36,2.0,1,0,0,0,1,1,Male,28.0,master,4,4,Other,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,US,36,0.0
2762,5aivwudy,hgp2owka,2,Trade_ends,2021-11-17 20:00:29.547995+00:00,"{""currentPrice"": 26, ""priceIndex"": 10, ""secs_since_round_starts"": 21}",False,0.02,False,26.0,10.0,30.0,26,10,21,2.0,0,1,0,0,1,0,Male,27.0,undergraduate: 4th year,8,8,Finance,0.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,GB,1000,1000.0
2764,ulv6wnqp,cv9yjdhy,2,Trade_ends,2021-11-17 20:00:37.772598+00:00,"{""currentPrice"": 0, ""priceIndex"": 10, ""secs_since_round_starts"": 20}",True,0.02,False,0.0,10.0,30.0,0,10,20,2.0,1,0,0,0,1,1,Male,26.0,master,31,6,Other,0.0,1.0,1.0,Less than once a month,Weekly,Cryptocurrencies,No,CA,20,0.0
2768,fzk938kh,cv9yjdhy,2,Trade_ends,2021-11-17 20:00:46.413436+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,1,Female,34.0,undergraduate: 3d year,5,5,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,GB,2,0.0
2771,7pjtsg4h,cv9yjdhy,2,Trade_ends,2021-11-17 20:00:53.175730+00:00,"{""currentPrice"": 0, ""priceIndex"": 21, ""secs_since_round_starts"": 42}",False,0.02,False,0.0,10.0,30.0,0,21,42,2.0,1,0,0,0,1,0,Male,67.0,undergraduate: 2nd year,7,7,Other,0.0,1.0,0.0,Daily,Daily,Cryptocurrencies,No,CA,42,0.0
2772,pktaj4ov,cv9yjdhy,2,Trade_ends,2021-11-17 20:00:55.741388+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 32}",True,0.02,False,0.0,10.0,30.0,0,16,32,2.0,1,0,0,0,1,1,Male,23.0,high-school graduate,9,9,Other,0.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,CA,32,0.0
2778,s3alknhm,cv9yjdhy,2,Trade_ends,2021-11-17 20:01:03.780093+00:00,"{""currentPrice"": 27, ""priceIndex"": 18, ""secs_since_round_starts"": 38}",False,0.02,False,27.0,10.0,30.0,27,18,38,2.0,0,1,0,0,1,0,Female,25.0,undergraduate: 2nd year,4,4,Other,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,Do not know,GB,1000,1000.0
2779,8zmhk2y1,hgp2owka,2,Trade_ends,2021-11-17 20:01:06.357629+00:00,"{""currentPrice"": 41, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,41.0,10.0,30.0,41,30,60,2.0,0,0,1,0,1,0,Male,55.0,master,45,9,Other,0.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,GB,60,1000.0
2797,hvtm2f49,cv9yjdhy,2,Trade_ends,2021-11-17 20:01:35.560796+00:00,"{""currentPrice"": 16, ""priceIndex"": 7, ""secs_since_round_starts"": 22}",True,0.02,False,16.0,10.0,30.0,16,7,22,2.0,0,1,0,0,1,1,Female,40.0,undergraduate: 3d year,46,8,Other,0.0,1.0,0.0,Less than once a month,Daily,Stocks,No,GB,1000,1000.0
2812,46yogxzv,hgp2owka,2,Trade_ends,2021-11-17 20:01:59.501125+00:00,"{""currentPrice"": 0, ""priceIndex"": 18, ""secs_since_round_starts"": 36}",True,0.02,False,0.0,10.0,30.0,0,18,36,2.0,1,0,0,0,1,1,Male,27.0,master,42,11,Other,1.0,1.0,1.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,CA,36,0.0
2816,51xnqe32,cv9yjdhy,2,Trade_ends,2021-11-17 20:02:03.466203+00:00,"{""currentPrice"": 40, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,40.0,10.0,30.0,40,30,60,2.0,0,0,1,0,1,1,Male,26.0,undergraduate: 4th year,42,9,Other,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,CA,60,1000.0
2846,acvg6zfo,cv9yjdhy,2,Trade_ends,2021-11-17 20:02:55.733415+00:00,"{""currentPrice"": 25, ""priceIndex"": 16, ""secs_since_round_starts"": 35}",True,0.02,False,25.0,10.0,30.0,25,16,35,2.0,0,1,0,1,1,1,Female,34.0,undergraduate: 4th year,5,5,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,Yes,CA,1000,1000.0
2851,ai32qy73,cv9yjdhy,3,Trade_ends,2021-11-17 20:03:13.066687+00:00,"{""currentPrice"": 0, ""priceIndex"": 27, ""secs_since_round_starts"": 54}",False,0.05,False,0.0,10.0,30.0,0,27,54,2.0,1,0,0,0,1,0,Male,36.0,undergraduate: 3d year,6,6,Other Management,0.0,1.0,1.0,Monthly,Daily,Stocks,Do not know,GB,54,0.0
2854,5pzs86fs,hgp2owka,2,Trade_ends,2021-11-17 20:03:21.071485+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 8}",True,0.02,False,0.0,10.0,30.0,0,4,8,2.0,1,0,0,0,1,1,Female,47.0,undergraduate: 4th year,8,8,Other,0.0,0.0,0.0,Less than once a month,Daily,Stocks,No,GB,8,0.0
2878,aixlqhw2,cv9yjdhy,2,Trade_ends,2021-11-17 20:04:21.881681+00:00,"{""currentPrice"": 12, ""priceIndex"": 2, ""secs_since_round_starts"": 7}",False,0.02,False,12.0,10.0,30.0,12,2,7,2.0,0,1,0,0,1,0,Female,63.0,high-school graduate,21,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,1000,1000.0
2880,8lj58lqd,cv9yjdhy,2,Trade_ends,2021-11-17 20:04:24.195483+00:00,"{""currentPrice"": 23, ""priceIndex"": 9, ""secs_since_round_starts"": 21}",False,0.02,False,23.0,10.0,30.0,23,9,21,2.0,0,1,0,0,1,0,Female,24.0,undergraduate: 4th year,8,8,Other,0.0,1.0,1.0,Weekly,Monthly,Stocks,No,CA,1000,1000.0
2886,v80psq4l,cv9yjdhy,2,Trade_ends,2021-11-17 20:04:38.540605+00:00,"{""currentPrice"": 14, ""priceIndex"": 5, ""secs_since_round_starts"": 13}",False,0.02,False,14.0,10.0,30.0,14,5,13,2.0,0,1,0,0,1,0,Male,21.0,undergraduate: 3d year,25,6,Finance,1.0,1.0,1.0,Daily,Daily,"Derivatives (Options, Futures)",No,US,1000,1000.0
2887,37q40sjx,cv9yjdhy,2,Trade_ends,2021-11-17 20:04:39.198807+00:00,"{""currentPrice"": 12, ""priceIndex"": 3, ""secs_since_round_starts"": 10}",True,0.02,False,12.0,10.0,30.0,12,3,10,2.0,0,1,0,0,1,1,Female,20.0,high-school graduate,19,7,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,1000,1000.0
2892,3wbw05a2,hgp2owka,2,Trade_ends,2021-11-17 20:04:47.018708+00:00,"{""currentPrice"": 18, ""priceIndex"": 9, ""secs_since_round_starts"": 22}",True,0.02,False,18.0,10.0,30.0,18,9,22,2.0,0,1,0,0,1,1,Male,48.0,MBA,20,8,Other Management,0.0,1.0,1.0,Less than once a month,Daily,Bonds,No,GB,1000,1000.0
2896,vtcwcwh8,cv9yjdhy,2,Trade_ends,2021-11-17 20:04:57.240145+00:00,"{""currentPrice"": 15, ""priceIndex"": 7, ""secs_since_round_starts"": 19}",True,0.02,False,15.0,10.0,30.0,15,7,19,2.0,0,1,0,0,1,1,Male,38.0,high-school graduate,5,5,Other,0.0,1.0,0.0,Less than once a month,Monthly,"Derivatives (Options, Futures)",No,GB,1000,1000.0
2902,b0eloeop,cv9yjdhy,2,Trade_ends,2021-11-17 20:05:04.106084+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 7}",True,0.02,False,0.0,10.0,30.0,0,3,7,2.0,1,0,0,0,1,1,Male,40.0,high-school graduate,22,7,Other,0.0,1.0,1.0,Less than once a month,Daily,Cryptocurrencies,Yes,CA,7,0.0
2917,ec15zzmp,cv9yjdhy,2,Trade_ends,2021-11-17 20:05:31.648685+00:00,"{""currentPrice"": 14, ""priceIndex"": 2, ""secs_since_round_starts"": 10}",True,0.02,False,14.0,10.0,30.0,14,2,10,2.0,0,1,0,0,1,1,Female,57.0,undergraduate: 4th year,26,6,Economics,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,1000,1000.0
2922,o51j1amz,cv9yjdhy,2,Trade_ends,2021-11-17 20:05:38.537724+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",False,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,0,Female,24.0,undergraduate: 4th year,30,5,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,Do not know,US,2,0.0
2923,p9ikvm6g,cv9yjdhy,2,Trade_ends,2021-11-17 20:05:39.447550+00:00,"{""currentPrice"": 16, ""priceIndex"": 4, ""secs_since_round_starts"": 11}",False,0.02,False,16.0,10.0,30.0,16,4,11,2.0,0,1,0,0,1,0,Female,43.0,master,7,7,Economics,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,1000,1000.0
