,owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,owner__exit_price,owner__subsession__starting_price,owner__subsession__max_length,current_price,priceIndex,secs_since_round_starts,subsession.tick_frequency,exit_crash,exit_sell,exit_hodl,mindchanges,exit_correct,gamified_first,player.gender,player.age,player.education,participant.payoff,FinScore,player.study_major,player.course_financial,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.nationality,censoring,censoring_price
1126,sj5ryl6y,xm39f2ij,2,Trade_ends,2021-11-17 17:57:54.669946+00:00,"{""currentPrice"": 37, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,37.0,10.0,30.0,37,30,60,2.0,0,0,1,0,1,1,Female,30.0,undergraduate: 3d year,44,7,Other,0.0,0.0,0.0,Less than once a month,Daily,Bonds,No,GB,60,1000.0
1130,xsxyqxta,xm39f2ij,2,Trade_ends,2021-11-17 17:57:57.209106+00:00,"{""currentPrice"": 0, ""priceIndex"": 6, ""secs_since_round_starts"": 12}",False,0.02,False,0.0,10.0,30.0,0,6,12,2.0,1,0,0,0,1,0,Male,57.0,undergraduate: 3d year,28,11,Economics,1.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,12,0.0
1134,nwfz3sac,tcbozsj9,2,Trade_ends,2021-11-17 17:57:58.779597+00:00,"{""currentPrice"": 0, ""priceIndex"": 19, ""secs_since_round_starts"": 38}",False,0.02,False,0.0,10.0,30.0,0,19,38,2.0,1,0,0,0,1,0,Male,36.0,undergraduate: 3d year,7,7,Other Management,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,GB,38,0.0
1137,rr26mytm,xm39f2ij,2,Trade_ends,2021-11-17 17:58:01.056935+00:00,"{""currentPrice"": 16, ""priceIndex"": 3, ""secs_since_round_starts"": 8}",False,0.02,False,16.0,10.0,30.0,16,3,8,2.0,0,1,0,0,1,0,Male,30.0,undergraduate: 4th year,22,6,Other,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,GB,1000,1000.0
1143,ac53fcse,xm39f2ij,2,Trade_ends,2021-11-17 17:58:09.632956+00:00,"{""currentPrice"": 15, ""priceIndex"": 8, ""secs_since_round_starts"": 28}",True,0.02,False,15.0,10.0,30.0,15,8,28,2.0,0,1,0,0,1,1,Female,54.0,high-school graduate,4,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,US,1000,1000.0
1157,vscplj47,xm39f2ij,2,Trade_ends,2021-11-17 17:58:23.730589+00:00,"{""currentPrice"": 0, ""priceIndex"": 12, ""secs_since_round_starts"": 24}",False,0.02,False,0.0,10.0,30.0,0,12,24,2.0,1,0,0,0,1,0,Female,31.0,undergraduate: 4th year,22,5,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,24,0.0
1161,2mxqtx37,xm39f2ij,2,Trade_ends,2021-11-17 17:58:28.618320+00:00,"{""currentPrice"": 18, ""priceIndex"": 6, ""secs_since_round_starts"": 14}",False,0.02,False,18.0,10.0,30.0,18,6,14,2.0,0,1,0,0,1,0,Female,29.0,undergraduate: 4th year,29,8,Finance,1.0,1.0,1.0,Monthly,Daily,Cryptocurrencies,No,CA,1000,1000.0
1165,6rq7l4li,tcbozsj9,2,Trade_ends,2021-11-17 17:58:36.148753+00:00,"{""currentPrice"": 24, ""priceIndex"": 15, ""secs_since_round_starts"": 36}",True,0.02,False,24.0,10.0,30.0,24,15,36,2.0,0,1,0,0,1,1,Male,36.0,master,34,10,Other,0.0,1.0,1.0,Weekly,Daily,Stocks,No,GB,1000,1000.0
1170,9zi336a3,xm39f2ij,2,Trade_ends,2021-11-17 17:58:39.430591+00:00,"{""currentPrice"": 13, ""priceIndex"": 3, ""secs_since_round_starts"": 9}",True,0.02,False,13.0,10.0,30.0,13,3,9,2.0,0,1,0,0,1,1,Female,31.0,undergraduate: 4th year,16,3,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,US,1000,1000.0
1178,nh4rieot,xm39f2ij,2,Trade_ends,2021-11-17 17:58:49.625537+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",True,0.02,False,0.0,10.0,30.0,0,2,4,2.0,1,0,0,0,1,1,Male,35.0,undergraduate: 3d year,35,8,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,GB,4,0.0
1184,mlrkm78s,xm39f2ij,2,Trade_ends,2021-11-17 17:58:53.818766+00:00,"{""currentPrice"": 11, ""priceIndex"": 1, ""secs_since_round_starts"": 9}",False,0.02,False,11.0,10.0,30.0,11,1,9,2.0,0,1,0,0,1,0,Male,74.0,undergraduate: 4th year,22,7,Other Management,0.0,0.0,0.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
1192,x87y70u0,tcbozsj9,2,Trade_ends,2021-11-17 17:58:59.215374+00:00,"{""currentPrice"": 44, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,44.0,10.0,30.0,44,30,60,2.0,0,0,1,0,1,1,Male,34.0,master,7,7,Other Management,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,GB,60,1000.0
1202,ki11ycm7,tcbozsj9,2,Trade_ends,2021-11-17 17:59:09.816235+00:00,"{""currentPrice"": 44, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,44.0,10.0,30.0,44,30,60,2.0,0,0,1,0,1,0,Male,40.0,master,39,10,Other,0.0,1.0,1.0,Daily,Daily,Cryptocurrencies,Yes,GB,60,1000.0
1213,krkmvdlh,xm39f2ij,2,Trade_ends,2021-11-17 17:59:17.416740+00:00,"{""currentPrice"": 0, ""priceIndex"": 5, ""secs_since_round_starts"": 10}",True,0.02,False,0.0,10.0,30.0,0,5,10,2.0,1,0,0,0,1,1,Male,54.0,high-school graduate,4,4,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,10,0.0
1218,6lw3ehjm,xm39f2ij,2,Trade_ends,2021-11-17 17:59:23.445407+00:00,"{""currentPrice"": 18, ""priceIndex"": 8, ""secs_since_round_starts"": 18}",False,0.02,False,18.0,10.0,30.0,18,8,18,2.0,0,1,0,0,1,0,Female,52.0,undergraduate: 4th year,29,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,1000,1000.0
1224,6nojgj4m,xm39f2ij,2,Trade_ends,2021-11-17 17:59:32.997528+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 8}",False,0.02,False,0.0,10.0,30.0,0,4,8,2.0,1,0,0,0,1,0,Male,18.0,undergraduate: 1st year,6,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,8,0.0
1242,b767a1zq,xm39f2ij,2,Trade_ends,2021-11-17 17:59:52.440078+00:00,"{""currentPrice"": 32, ""priceIndex"": 24, ""secs_since_round_starts"": 54}",False,0.02,False,32.0,10.0,30.0,32,24,54,2.0,0,1,0,1,1,0,Male,22.0,undergraduate: 4th year,8,8,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,No,US,1000,1000.0
1248,tcxbklrf,tcbozsj9,2,Trade_ends,2021-11-17 17:59:55.931056+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",True,0.02,False,0.0,10.0,30.0,0,3,6,2.0,1,0,0,0,1,1,Female,59.0,PhD,21,7,Other,0.0,0.0,0.0,Less than once a month,Weekly,Stocks,No,CA,6,0.0
1255,di68wgsk,xm39f2ij,2,Trade_ends,2021-11-17 18:00:07.606096+00:00,"{""currentPrice"": 42, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,42.0,10.0,30.0,42,30,60,2.0,0,0,1,0,1,1,Female,24.0,undergraduate: 3d year,17,3,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,60,1000.0
1262,g72k919b,xm39f2ij,2,Trade_ends,2021-11-17 18:00:12.073261+00:00,"{""currentPrice"": 19, ""priceIndex"": 13, ""secs_since_round_starts"": 29}",True,0.02,False,19.0,10.0,30.0,19,13,29,2.0,0,1,0,0,1,1,Male,35.0,undergraduate: 4th year,19,1,Other,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,GB,1000,1000.0
1267,es6jee4n,xm39f2ij,2,Trade_ends,2021-11-17 18:00:16.439855+00:00,"{""currentPrice"": 0, ""priceIndex"": 23, ""secs_since_round_starts"": 46}",True,0.02,False,0.0,10.0,30.0,0,23,46,2.0,1,0,0,0,1,1,Male,20.0,undergraduate: 1st year,5,5,Other Management,1.0,1.0,1.0,Monthly,Daily,Stocks,No,GB,46,0.0
1272,rtwfrini,xm39f2ij,2,Trade_ends,2021-11-17 18:00:24.812866+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",True,0.02,False,0.0,10.0,30.0,0,3,6,2.0,1,0,0,0,1,1,Male,38.0,undergraduate: 4th year,7,7,Other,0.0,0.0,1.0,Monthly,Multiple times a day,Stocks,No,GB,6,0.0
1284,ovgiwckx,xm39f2ij,2,Trade_ends,2021-11-17 18:00:36.307184+00:00,"{""currentPrice"": 10, ""priceIndex"": 1, ""secs_since_round_starts"": 8}",False,0.02,False,10.0,10.0,30.0,10,1,8,2.0,0,1,0,0,1,0,Female,56.0,undergraduate: 3d year,19,9,Other Management,0.0,0.0,0.0,Less than once a month,Monthly,Stocks,No,GB,1000,1000.0
1294,2t0hexav,tcbozsj9,2,Trade_ends,2021-11-17 18:00:46.248326+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",False,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,0,Male,33.0,master,11,11,Other Management,1.0,1.0,1.0,Monthly,Daily,Cryptocurrencies,No,GB,2,0.0
1296,7yqwcdg2,tcbozsj9,2,Trade_ends,2021-11-17 18:00:47.800339+00:00,"{""currentPrice"": 29, ""priceIndex"": 17, ""secs_since_round_starts"": 37}",False,0.02,False,29.0,10.0,30.0,29,17,37,2.0,0,1,0,0,1,0,Male,31.0,master,7,7,Other,1.0,1.0,1.0,Less than once a month,Weekly,Cryptocurrencies,Do not know,NG,1000,1000.0
1298,eak58cac,tcbozsj9,2,Trade_ends,2021-11-17 18:00:48.827152+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 8}",True,0.02,False,0.0,10.0,30.0,0,4,8,2.0,1,0,0,0,1,1,Male,49.0,MBA,10,10,Economics,0.0,0.0,0.0,Less than once a month,Monthly,Stocks,No,GB,8,0.0
1314,3vfmdm1e,xm39f2ij,2,Trade_ends,2021-11-17 18:01:03.502834+00:00,"{""currentPrice"": 0, ""priceIndex"": 23, ""secs_since_round_starts"": 46}",False,0.02,False,0.0,10.0,30.0,0,23,46,2.0,1,0,0,0,1,0,Female,25.0,undergraduate: 4th year,40,7,Other Management,1.0,0.0,0.0,Less than once a month,Weekly,Stocks,No,US,46,0.0
1320,h6iss93b,xm39f2ij,2,Trade_ends,2021-11-17 18:01:08.247825+00:00,"{""currentPrice"": 32, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,32.0,10.0,30.0,32,30,60,2.0,0,0,1,0,1,0,Male,43.0,undergraduate: 4th year,4,4,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,US,60,1000.0
1340,yii0hjko,xm39f2ij,2,Trade_ends,2021-11-17 18:01:38.794588+00:00,"{""currentPrice"": 0, ""priceIndex"": 8, ""secs_since_round_starts"": 16}",True,0.02,False,0.0,10.0,30.0,0,8,16,2.0,1,0,0,0,1,1,Male,29.0,undergraduate: 3d year,25,10,Other,0.0,1.0,1.0,Monthly,Daily,Cryptocurrencies,No,GB,16,0.0
1347,6f69ldkk,xm39f2ij,3,Trade_ends,2021-11-17 18:01:47.193691+00:00,"{""currentPrice"": 42, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.05,False,42.0,10.0,30.0,42,30,60,2.0,0,0,1,0,1,1,Male,39.0,undergraduate: 4th year,50,9,Other,0.0,0.0,0.0,Less than once a month,Daily,Stocks,No,GB,60,1000.0
1365,7mj7bb2v,xm39f2ij,2,Trade_ends,2021-11-17 18:02:07.434014+00:00,"{""currentPrice"": 13, ""priceIndex"": 4, ""secs_since_round_starts"": 14}",False,0.02,False,13.0,10.0,30.0,13,4,14,2.0,0,1,0,0,1,0,Male,18.0,undergraduate: 1st year,25,8,Other Management,0.0,1.0,1.0,Weekly,Multiple times a day,Stocks,No,US,1000,1000.0
1369,namqfa7b,tcbozsj9,2,Trade_ends,2021-11-17 18:02:11.484861+00:00,"{""currentPrice"": 11, ""priceIndex"": 3, ""secs_since_round_starts"": 9}",True,0.02,False,11.0,10.0,30.0,11,3,9,2.0,0,1,0,0,1,1,Male,27.0,master,20,8,Other,1.0,1.0,1.0,Daily,Daily,Cryptocurrencies,Yes,US,1000,1000.0
1371,gr53gswl,xm39f2ij,2,Trade_ends,2021-11-17 18:02:13.969488+00:00,"{""currentPrice"": 22, ""priceIndex"": 17, ""secs_since_round_starts"": 37}",True,0.02,False,22.0,10.0,30.0,22,17,37,2.0,0,1,0,0,1,1,Male,61.0,high-school graduate,8,8,Other,0.0,1.0,1.0,Weekly,Multiple times a day,Stocks,No,GB,1000,1000.0
1374,xffdratb,xm39f2ij,2,Trade_ends,2021-11-17 18:02:14.910239+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",False,0.02,False,0.0,10.0,30.0,0,3,6,2.0,1,0,0,0,1,0,Female,66.0,high-school graduate,8,8,Other,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,6,0.0
1377,urpv6xeg,xm39f2ij,2,Trade_ends,2021-11-17 18:02:17.299864+00:00,"{""currentPrice"": 24, ""priceIndex"": 18, ""secs_since_round_starts"": 39}",True,0.02,False,24.0,10.0,30.0,24,18,39,2.0,0,1,0,0,1,1,Female,32.0,high-school graduate,23,4,Other,0.0,0.0,0.0,Less than once a month,Daily,Stocks,Do not know,US,1000,1000.0
1400,7kkbml7g,xm39f2ij,2,Trade_ends,2021-11-17 18:02:40.592157+00:00,"{""currentPrice"": 26, ""priceIndex"": 15, ""secs_since_round_starts"": 33}",True,0.02,False,26.0,10.0,30.0,26,15,33,2.0,0,1,0,0,1,1,Male,57.0,undergraduate: 1st year,6,6,Other,0.0,1.0,1.0,Monthly,Multiple times a day,Cryptocurrencies,No,GB,1000,1000.0
1412,8tmx53xe,tcbozsj9,2,Trade_ends,2021-11-17 18:03:00.652164+00:00,"{""currentPrice"": 37, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,37.0,10.0,30.0,37,30,60,2.0,0,0,1,0,1,1,Male,32.0,master,8,8,Finance,0.0,1.0,1.0,Weekly,Daily,Cryptocurrencies,No,GB,60,1000.0
1418,auw3bw5u,xm39f2ij,2,Trade_ends,2021-11-17 18:03:10.055395+00:00,"{""currentPrice"": 17, ""priceIndex"": 9, ""secs_since_round_starts"": 23}",True,0.02,False,17.0,10.0,30.0,17,9,23,2.0,0,1,0,0,1,1,Female,37.0,undergraduate: 3d year,26,5,Other,1.0,0.0,0.0,Less than once a month,Monthly,Cryptocurrencies,No,GB,1000,1000.0
1423,nfs2aouj,xm39f2ij,2,Trade_ends,2021-11-17 18:03:11.739826+00:00,"{""currentPrice"": 20, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.02,False,20.0,10.0,30.0,20,9,20,2.0,0,1,0,0,1,0,Male,30.0,undergraduate: 4th year,35,10,Other Management,1.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,CA,1000,1000.0
1433,6sbj1vrx,tcbozsj9,2,Trade_ends,2021-11-17 18:03:19.553207+00:00,"{""currentPrice"": 40, ""priceIndex"": 23, ""secs_since_round_starts"": 50}",True,0.02,False,40.0,10.0,30.0,40,23,50,2.0,0,1,0,0,1,1,Female,32.0,master,39,9,Other,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,Do not know,GB,1000,1000.0
1434,xxtvfy8b,xm39f2ij,2,Trade_ends,2021-11-17 18:03:20.758685+00:00,"{""currentPrice"": 23, ""priceIndex"": 9, ""secs_since_round_starts"": 23}",True,0.02,False,23.0,10.0,30.0,23,9,23,2.0,0,1,0,0,1,1,Male,24.0,master,23,8,Other,0.0,1.0,1.0,Monthly,Daily,Stocks,No,US,1000,1000.0
1435,zzu3co7n,xm39f2ij,2,Trade_ends,2021-11-17 18:03:21.092615+00:00,"{""currentPrice"": 0, ""priceIndex"": 16, ""secs_since_round_starts"": 32}",True,0.02,False,0.0,10.0,30.0,0,16,32,2.0,1,0,0,0,1,1,Female,60.0,undergraduate: 4th year,51,9,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,32,0.0
1443,uu2qcr5z,tcbozsj9,2,Trade_ends,2021-11-17 18:03:28.115085+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",False,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,0,Male,37.0,high-school graduate,8,8,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,US,2,0.0
1448,a0754ire,xm39f2ij,2,Trade_ends,2021-11-17 18:03:34.417186+00:00,"{""currentPrice"": 24, ""priceIndex"": 12, ""secs_since_round_starts"": 27}",False,0.02,False,24.0,10.0,30.0,24,12,27,2.0,0,1,0,0,1,0,Male,35.0,undergraduate: 4th year,2,2,Other,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,US,1000,1000.0
1481,3plkxb22,xm39f2ij,2,Trade_ends,2021-11-17 18:04:10.957891+00:00,"{""currentPrice"": 0, ""priceIndex"": 4, ""secs_since_round_starts"": 8}",False,0.02,False,0.0,10.0,30.0,0,4,8,2.0,1,0,0,0,1,0,Female,51.0,undergraduate: 4th year,28,8,Other,0.0,1.0,0.0,Monthly,Monthly,Stocks,No,GB,8,0.0
1482,q6kdcl87,xm39f2ij,2,Trade_ends,2021-11-17 18:04:12.169463+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 14}",True,0.02,False,0.0,10.0,30.0,0,7,14,2.0,1,0,0,0,1,1,Male,33.0,high-school graduate,7,7,Other,0.0,1.0,1.0,Multiple times a day,Multiple times a day,Cryptocurrencies,No,US,14,0.0
1489,zxs97i5j,xm39f2ij,2,Trade_ends,2021-11-17 18:04:20.361388+00:00,"{""currentPrice"": 42, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,42.0,10.0,30.0,42,30,60,2.0,0,0,1,0,1,0,Male,50.0,high-school graduate,8,8,Other,0.0,1.0,1.0,Monthly,Daily,Stocks,No,GB,60,1000.0
1492,fpgbeckm,tcbozsj9,2,Trade_ends,2021-11-17 18:04:23.562776+00:00,"{""currentPrice"": 18, ""priceIndex"": 11, ""secs_since_round_starts"": 25}",False,0.02,False,18.0,10.0,30.0,18,11,25,2.0,0,1,0,0,1,0,Female,39.0,undergraduate: 4th year,7,7,Other,0.0,1.0,1.0,Monthly,Less than once a month,Stocks,Do not know,US,1000,1000.0
1504,7vffo7ew,tcbozsj9,2,Trade_ends,2021-11-17 18:04:33.307721+00:00,"{""currentPrice"": 0, ""priceIndex"": 14, ""secs_since_round_starts"": 28}",True,0.02,False,0.0,10.0,30.0,0,14,28,2.0,1,0,0,0,1,1,Male,35.0,master,5,5,Other Management,0.0,0.0,0.0,Less than once a month,Daily,Cryptocurrencies,No,NG,28,0.0
1512,n5mgxcr9,xm39f2ij,2,Trade_ends,2021-11-17 18:04:45.970926+00:00,"{""currentPrice"": 20, ""priceIndex"": 9, ""secs_since_round_starts"": 20}",False,0.02,False,20.0,10.0,30.0,20,9,20,2.0,0,1,0,0,1,0,Male,29.0,undergraduate: 1st year,22,9,Economics,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,GB,1000,1000.0
1515,ar3xhux0,xm39f2ij,2,Trade_ends,2021-11-17 18:04:49.015007+00:00,"{""currentPrice"": 0, ""priceIndex"": 3, ""secs_since_round_starts"": 6}",True,0.02,False,0.0,10.0,30.0,0,3,6,2.0,1,0,0,0,1,1,Male,53.0,high-school graduate,23,7,Other Management,0.0,0.0,0.0,Less than once a month,Daily,Stocks,Do not know,GB,6,0.0
1518,gaiikedg,xm39f2ij,2,Trade_ends,2021-11-17 18:04:52.440953+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 14}",True,0.02,False,0.0,10.0,30.0,0,7,14,2.0,1,0,0,0,1,1,Female,32.0,undergraduate: 4th year,28,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,US,14,0.0
1526,zosp7byr,tcbozsj9,3,Trade_ends,2021-11-17 18:04:56.715139+00:00,"{""currentPrice"": 0, ""priceIndex"": 27, ""secs_since_round_starts"": 54}",False,0.05,False,0.0,10.0,30.0,0,27,54,2.0,1,0,0,0,1,0,Female,27.0,master,9,9,Other Management,1.0,1.0,1.0,Monthly,Weekly,Stocks,No,US,54,0.0
1556,p160aptp,xm39f2ij,2,Trade_ends,2021-11-17 18:05:40.770296+00:00,"{""currentPrice"": 43, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,43.0,10.0,30.0,43,30,60,2.0,0,0,1,0,1,1,Female,37.0,undergraduate: 4th year,27,7,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,GB,60,1000.0
1570,xy1ewit7,tcbozsj9,2,Trade_ends,2021-11-17 18:05:58.668937+00:00,"{""currentPrice"": 12, ""priceIndex"": 1, ""secs_since_round_starts"": 7}",False,0.02,False,12.0,10.0,30.0,12,1,7,2.0,0,1,0,0,1,0,Female,38.0,PhD,20,8,Other Management,0.0,1.0,0.0,Weekly,Weekly,Stocks,No,GB,1000,1000.0
1580,hdk43hzl,xm39f2ij,2,Trade_ends,2021-11-17 18:06:11.134385+00:00,"{""currentPrice"": 34, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",True,0.02,False,34.0,10.0,30.0,34,30,60,2.0,0,0,1,0,1,1,Male,36.0,undergraduate: 4th year,43,9,Other,0.0,1.0,1.0,Monthly,Daily,Stocks,No,US,60,1000.0
1585,g1h9kgor,xm39f2ij,2,Trade_ends,2021-11-17 18:06:16.862731+00:00,"{""currentPrice"": 0, ""priceIndex"": 15, ""secs_since_round_starts"": 30}",False,0.02,False,0.0,10.0,30.0,0,15,30,2.0,1,0,0,0,1,0,Male,21.0,high-school graduate,5,5,Other,0.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,NL,30,0.0
1593,43o45q2b,tcbozsj9,2,Trade_ends,2021-11-17 18:06:24.920484+00:00,"{""currentPrice"": 11, ""priceIndex"": 1, ""secs_since_round_starts"": 4}",False,0.02,False,11.0,10.0,30.0,11,1,4,2.0,0,1,0,0,1,0,Male,39.0,PhD,8,8,Other,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,GB,1000,1000.0
1598,oyth4hny,tcbozsj9,2,Trade_ends,2021-11-17 18:06:30.388246+00:00,"{""currentPrice"": 15, ""priceIndex"": 4, ""secs_since_round_starts"": 11}",True,0.02,False,15.0,10.0,30.0,15,4,11,2.0,0,1,0,0,1,1,Female,49.0,master,19,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,CA,1000,1000.0
1599,9o7by75a,tcbozsj9,2,Trade_ends,2021-11-17 18:06:32.466352+00:00,"{""currentPrice"": 0, ""priceIndex"": 27, ""secs_since_round_starts"": 54}",False,0.02,False,0.0,10.0,30.0,0,27,54,2.0,1,0,0,0,1,0,Female,73.0,master,4,4,Other,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,GB,54,0.0
1619,jcb0xhi7,xm39f2ij,2,Trade_ends,2021-11-17 18:06:52.397568+00:00,"{""currentPrice"": 0, ""priceIndex"": 1, ""secs_since_round_starts"": 2}",True,0.02,False,0.0,10.0,30.0,0,1,2,2.0,1,0,0,0,1,1,Male,26.0,master,7,7,Other,0.0,1.0,1.0,Less than once a month,Weekly,Cryptocurrencies,No,GB,2,0.0
1631,0iaw7po2,tcbozsj9,2,Trade_ends,2021-11-17 18:07:14.563608+00:00,"{""currentPrice"": 0, ""priceIndex"": 2, ""secs_since_round_starts"": 4}",False,0.02,False,0.0,10.0,30.0,0,2,4,2.0,1,0,0,0,1,0,Female,44.0,master,4,4,Other,0.0,0.0,0.0,Less than once a month,Monthly,Stocks,No,GB,4,0.0
1648,g6ylb3he,tcbozsj9,2,Trade_ends,2021-11-17 18:07:37.675182+00:00,"{""currentPrice"": 32, ""priceIndex"": 30, ""secs_since_round_starts"": 60}",False,0.02,False,32.0,10.0,30.0,32,30,60,2.0,0,0,1,0,1,0,Male,40.0,master,10,10,Other,0.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,60,1000.0
1650,9suhy1js,xm39f2ij,2,Trade_ends,2021-11-17 18:07:37.976157+00:00,"{""currentPrice"": 0, ""priceIndex"": 20, ""secs_since_round_starts"": 40}",False,0.02,False,0.0,10.0,30.0,0,20,40,2.0,1,0,0,0,1,0,Male,56.0,undergraduate: 4th year,10,10,Other,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,40,0.0
1654,ebtt1n68,xm39f2ij,2,Trade_ends,2021-11-17 18:07:44.496436+00:00,"{""currentPrice"": 20, ""priceIndex"": 14, ""secs_since_round_starts"": 30}",False,0.02,False,20.0,10.0,30.0,20,14,30,2.0,0,1,0,0,1,0,Male,38.0,undergraduate: 4th year,28,8,Other,0.0,1.0,0.0,Weekly,Weekly,Stocks,Do not know,MY,1000,1000.0
1662,h1pj9ce3,xm39f2ij,2,Trade_ends,2021-11-17 18:08:01.112663+00:00,"{""currentPrice"": 17, ""priceIndex"": 5, ""secs_since_round_starts"": 12}",False,0.02,False,17.0,10.0,30.0,17,5,12,2.0,0,1,0,0,1,0,Male,61.0,high-school graduate,23,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,GB,1000,1000.0
1667,0edmcl2x,tcbozsj9,2,Trade_ends,2021-11-17 18:08:10.341803+00:00,"{""currentPrice"": 0, ""priceIndex"": 10, ""secs_since_round_starts"": 20}",False,0.02,False,0.0,10.0,30.0,0,10,20,2.0,1,0,0,0,1,0,Male,48.0,MBA,6,6,Other Management,1.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,US,20,0.0
1671,8h8izd8u,tcbozsj9,2,Trade_ends,2021-11-17 18:08:17.115886+00:00,"{""currentPrice"": 0, ""priceIndex"": 23, ""secs_since_round_starts"": 46}",True,0.02,False,0.0,10.0,30.0,0,23,46,2.0,1,0,0,0,1,1,Female,56.0,master,37,6,Other,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,US,46,0.0
1676,hzku7c0k,xm39f2ij,2,Trade_ends,2021-11-17 18:08:22.535454+00:00,"{""currentPrice"": 28, ""priceIndex"": 20, ""secs_since_round_starts"": 48}",False,0.02,False,28.0,10.0,30.0,28,20,48,2.0,0,1,0,1,1,0,Female,60.0,undergraduate: 4th year,23,8,Other Management,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,IE,1000,1000.0
1740,6rmcz9at,xm39f2ij,2,Trade_ends,2021-11-17 18:10:26.887702+00:00,"{""currentPrice"": 0, ""priceIndex"": 12, ""secs_since_round_starts"": 24}",False,0.02,False,0.0,10.0,30.0,0,12,24,2.0,1,0,0,0,1,0,Male,21.0,high-school graduate,6,6,Other,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,GB,24,0.0
